,S,E,E_delta,I,I_delta,R,E+I
2020-05-24,198589341.30949914,456120.093561511,140864.73207752794,646101.352873804,95469.51934830837,308437.2440654473,1102221.446435315
2020-05-25,198432958.12541184,506482.02563898766,156383.18408729482,717747.3947396353,106021.25200981816,342812.4542094342,1224229.420378623
2020-05-26,198259370.44608712,562342.248452345,173587.6793247043,797287.7813512955,117727.45651134694,380999.5241091209,1359630.0298036407
2020-05-27,198066714.55347052,624286.4489498687,192655.89261659415,885580.5326845588,130711.69211907046,423418.46489492815,1509866.9816344273
2020-05-28,197852931.62368572,692959.2819318369,213782.929784802,983574.1565454121,145110.09680283387,470534.9378369086,1676533.438477249
2020-05-29,197615748.8931503,769069.4973570955,237182.73053542702,1092316.5408284948,161072.51511016837,522865.06866399426,1861386.0381855904
2020-05-30,197352659.38536263,853395.3151794854,263089.50778766186,1212964.5644703342,178763.68996527194,580980.7349874268,2066359.8796498196
2020-05-31,197060900.1834469,946790.0050909828,291759.20191570447,1346794.4463961218,198364.51200420706,645515.3650658461,2293584.4514871044
2020-06-01,196737429.26254565,1050187.6094533142,323470.9209012599,1495212.840824612,220073.31653892848,717170.2871762842,2545400.4502779264
2020-06-02,196378900.93432507,1164608.7238696457,358528.32822059025,1659768.6725048146,244107.21380425882,796721.6693003403,2824377.3963744603
2020-06-03,195981640.005187,1291166.2204049088,397260.92913807416,1842165.6859150582,270703.4326028112,885028.0884929079,3133331.906319967
2020-06-04,195541614.81253716,1431070.7624356835,440025.19264984794,2044275.6571078955,300120.65061907325,983038.767919144,3475346.419543579
2020-06-05,195054409.38222378,1585635.9164495072,487205.4303133706,2268152.1845114604,332640.2762995469,1091802.5168151262,3853788.1009609676
2020-06-06,194515195.04790092,1756282.6137251845,539214.3343228734,2516044.934198758,368567.6370471962,1212477.4041750247,4272327.547923943
2020-06-07,193918701.99269995,1944542.652624919,596493.0552009755,2790414.1643306967,408233.01630124095,1346341.1903443271,4734956.816955616
2020-06-08,193259191.3184874,2152060.859222162,659510.6742125385,3093945.2909180303,451992.4676152955,1494802.5313722887,5246006.150140192
2020-06-09,192530428.42143664,2380595.439395915,728762.8970507621,3429563.1808453854,500228.31687700923,1659412.9583219427,5810158.6202413
2020-06-10,191725658.65773392,2632015.958949225,804769.7637027155,3800445.766289826,553349.244149405,1841879.6170269072,6432461.7252390515
2020-06-11,190837586.52252996,2908298.279986636,888072.135203945,4210036.4652928375,611789.8141665341,2044078.7321904297,7118334.745279473
2020-06-12,189858359.84029815,3211515.6628811467,979226.6822318175,4662054.764511381,676009.2993373065,2268069.7323091924,7873570.427392527
2020-06-13,188779560.77551466,3543825.1161915436,1078799.0647834833,5160504.170651303,746489.6114730865,2516109.9376423573,8704329.286842845
2020-06-14,187592205.8165344,3907447.946230202,1187354.9589802618,5709676.566006173,823732.1289416032,2790669.67122909,9617124.512236375
2020-06-15,186286757.25670257,4304643.330483275,1305448.5598318218,6314151.811175613,908253.1755787493,3094447.6016384,10618795.141658887
2020-06-16,184853149.08432853,4737673.624803347,1433608.1723740315,6978791.226285987,1000577.8780539595,3430386.0645819856,11716464.851089332
2020-06-17,183280830.58003393,5208760.027276935,1572318.5042946115,7708723.35498739,1101232.1018210226,3801686.0377016044,12917483.382264325
2020-06-18,181558831.2809883,5720027.180762911,1721999.2990456237,8509320.180305248,1210732.1455596471,4211821.357943394,14229347.36106816
2020-06-19,179675851.27158356,6273435.325662881,1882980.0094047533,9386161.729234304,1329571.864504783,4664551.673519121,15659597.054897185
2020-06-20,177620380.95246825,6870698.744845385,2055470.3191153256,10344986.789997853,1458206.8999328224,5163933.512688395,17215685.534843236
2020-06-21,175380854.46489808,7513189.51004048,2239526.487570168,11391627.294561949,1597035.7223750732,5714328.730499372,18904816.80460243
2020-06-22,172945840.7319434,8201825.984712624,2435013.732954677,12531923.818930542,1746377.2582825327,6320409.46441331,20733749.803643167
2020-06-23,170304275.536646,8936946.206546837,2641565.195297381,13771619.662604604,1906444.9734631667,6987158.594202415,22708565.869151443
2020-06-24,167445737.0949194,9718167.206360064,2858538.4417266087,15116231.132274713,2077317.4419133822,7719864.566445689,24834398.338634778
