,S,E,E_delta,I,I_delta,R,E+I
2020-03-23,1439110068.1517916,39026.7033226078,18641.84411501743,27492.937282582934,15240.14133416473,147186.20760289318,66519.64060519074
2020-03-24,1439089646.4176989,42753.06996561635,20421.73409278423,30118.212342889434,16695.36744977568,161256.29999236236,72871.28230850579
2020-03-25,1439067274.9486418,46835.05638856192,22371.46905696679,32994.06252598422,18289.482634021217,176669.9324432888,79829.11891454614
2020-03-26,1439042767.71143,51306.5639749791,24507.23721170279,36144.38251777042,20035.729625285607,193555.3420767882,87450.94649274953
2020-03-27,1439015920.9455786,56204.71861363822,26846.76585152295,39595.341182337084,21948.61121286383,212052.99462508535,95800.0597959753
2020-03-28,1438986511.478656,61570.175927884586,29409.466922466458,43375.59712532142,24044.00960822009,232316.7482903211,104945.77305320601
2020-03-29,1438954294.88246,67447.45510369583,32216.596195906375,47516.53451326655,26339.317020095124,254515.1279224711,114963.98961696238
2020-03-30,1438919003.455163,73885.30393691236,35291.427297173905,52052.52101688426,28853.578463957372,278832.7198828107,125937.82495379662
2020-03-31,1438880344.0132248,80937.09794822615,38659.44193812522,57021.189911203575,31607.64792681144,305471.69891530287,137958.28785942972
2020-04-01,1438837995.4754071,88661.27666003257,42348.53781777633,62463.748543771035,34624.359105969896,334653.4993887053,151125.0252038036
2020-04-02,1438791606.2196288,97121.82039295099,46389.2557783445,68425.31557409524,37928.71204542607,366620.6444038072,165547.13596704623
2020-04-03,1438740791.191693,106388.77122239856,50815.027935722734,74955.28959409097,41548.07710627516,401638.7474900866,181344.0608164895
2020-04-04,1438685128.7430494,116538.80203762306,55662.44864374062,82107.75196101313,45512.417828516125,439998.7029516806,198646.5539986362
2020-04-05,1438624157.1727488,127655.83796743272,60971.5703005794,89941.90691183104,49854.53437076973,482019.0823716324,217597.74487926374
2020-04-06,1438557370.9465854,139831.73477862868,66786.22616332179,98522.56228160646,54610.32935212582,528048.7563539828,238354.29706023514
2020-04-07,1438484216.5640829,153167.01921463525,73154.38250254515,107920.65441846506,59819.098066538594,578469.7622836628,261087.6736331003
2020-04-08,1438404088.0414803,167771.69662239423,80128.52260259095,118213.82117422987,65523.84519483196,633700.4407227299,285985.5177966241
2020-04-09,1438316321.9761865,183766.1316140582,87766.06529384638,129487.02715245665,71771.63030218241,694198.8650466856,313253.15876651485
2020-04-10,1438220192.1552966,201282.00792450315,96129.82088985432,141833.2457138476,78613.94457940936,760466.591064704,343115.25363835075
2020-04-11,1438114903.6677039,220463.37405344928,105288.48759266321,155354.2025717058,86107.12146371708,833052.7556705629,375817.57662515505
2020-04-12,1437999586.4760816,241467.78171821215,115317.19162229159,170161.18615551566,94312.78395752872,912558.5560442817,411628.9678737278
2020-04-13,1437873288.4015641,264467.5245846781,126298.07451756473,186375.93027642684,103298.33165109876,999642.1435744693,450843.45486110495
2020-04-14,1437734967.4703221,289650.9851832441,138320.93124205733,204131.5749909781,113137.47064349131,1095023.9695034092,493782.5601742222
2020-04-15,1437583483.5674167,317224.0983444501,151483.90290558196,223573.71192427533,123910.78974437591,1199492.6223144878,540797.8102687255
2020-04-16,1437417589.3393443,347411.9398947164,165894.22807244907,244861.5206750697,135706.38652218285,1313911.2000858763,592273.4605697861
