date,new_patients,er,hospitalized,icu,recovered,dead
2020-12-03,7.329687136486677e-06,0,7.73116610423783e-06,3.066202946592982e-05,18530842.83898925,3595536.6702560442
2020-12-04,6.258235214391789e-06,0,6.601137538261462e-06,2.6179861292234857e-05,18530842.83899554,3595536.6702566203
2020-12-05,5.34340787940176e-06,0,5.63629627925877e-06,2.2352895395983306e-05,18530842.839000907,3595536.6702571125
2020-12-06,4.562309786630032e-06,0,4.812495285989619e-06,1.9085354464114996e-05,18530842.839005493,3595536.670257533
2020-12-07,3.895392427259402e-06,0,4.109117325958457e-06,1.629546188840943e-05,18530842.839009404,3595536.6702578915
2020-12-08,3.325964888841562e-06,0,3.50855898881169e-06,1.3913395145782882e-05,18530842.839012742,3595536.670258198
2020-12-09,2.8397761325395974e-06,0,2.9957901265338613e-06,1.187953835296684e-05,18530842.839015592,3595536.6702584596
2020-12-10,2.4246583329838744e-06,0,2.5579776945711785e-06,1.0142990262327776e-05,18530842.83901803,3595536.670258683
2020-12-11,2.070222354622921e-06,0,2.184164579770112e-06,8.660290358503068e-06,18530842.839020107,3595536.6702588736
2020-12-12,1.7675977432689056e-06,0,1.8649953771715375e-06,7.39433117392767e-06,18530842.839021884,3595536.6702590366
2020-12-13,1.5092107256171524e-06,0,1.592482252687876e-06,6.313429601818283e-06,18530842.8390234,3595536.670259176
2020-12-14,1.2885946607430871e-06,0,1.3598050319183995e-06,5.390533964404619e-06,18530842.839024696,3595536.6702592946
2020-12-15,1.1002281997542638e-06,0,1.1611405119339579e-06,4.602546991737987e-06,18530842.839025803,3595536.6702593956
2020-12-16,9.393971032259664e-07,0,9.915167242244147e-07,3.929747767296588e-06,18530842.839026745,3595536.6702594818
2020-12-17,8.020762581312075e-07,0,8.466885014537599e-07,3.3552981734447168e-06,18530842.83902755,3595536.6702595553
2020-12-18,6.848289415078271e-07,0,7.230312338373611e-07,2.8648214845773386e-06,18530842.83902824,3595536.670259618
2020-12-19,5.847208097387797e-07,0,6.17450156186715e-07,2.446042561418546e-06,18530842.839028824,3595536.670259672
2020-12-20,4.992464608589643e-07,0,5.273028953524201e-07,2.0884806416318777e-06,18530842.839029323,3595536.6702597183
2020-12-21,4.2626673196657843e-07,0,4.5033333966351185e-07,1.7831870382261365e-06,18530842.83902975,3595536.6702597574
2020-12-22,3.639551624839603e-07,0,3.8461517531642475e-07,1.5225211811458687e-06,18530842.839030117,3595536.670259791
2020-12-23,3.107522834062305e-07,0,3.285036766011853e-07,1.2999593970488525e-06,18530842.83903043,3595536.67025982
2020-12-24,2.6532658853669036e-07,0,2.805945434208719e-07,1.1099316416102397e-06,18530842.839030698,3595536.670259844
2020-12-25,2.2654121093774947e-07,0,2.3968875593268966e-07,9.476820982596366e-07,18530842.839030925,3595536.670259865
2020-12-26,1.9342547061032677e-07,0,2.0476256672925194e-07,8.091501545616394e-07,18530842.83903112,3595536.670259883
2020-12-27,1.6515058132671086e-07,0,1.749418795556645e-07,6.908687774407502e-07,18530842.839031283,3595536.6702598985
2020-12-28,1.4100890863281358e-07,0,1.4948037333965197e-07,5.898777438917413e-07,18530842.839031424,3595536.6702599116
2020-12-29,1.2039625991071982e-07,0,1.277408240457564e-07,5.036495556041393e-07,18530842.839031547,3595536.6702599223
2020-12-30,1.0279676327568189e-07,0,1.0917915689644628e-07,4.300261833692776e-07,18530842.83903165,3595536.670259932
2020-12-31,8.776995687235383e-08,0,9.333082983575033e-08,3.6716505817488106e-07,18530842.839031737,3595536.6702599404
2021-01-01,7.49397654546312e-08,0,7.979920745493839e-08,3.1349295730859593e-07,18530842.83903181,3595536.6702599474
2021-01-02,6.398508836642799e-08,0,6.824563441498055e-08,2.6766663137993654e-07,18530842.83903187,3595536.670259953
2021-01-03,5.463176336918451e-08,0,5.8380959933750243e-08,2.2853918687479916e-07,18530842.839031927,3595536.670259958
2021-01-04,4.664570519515855e-08,0,4.995830122167174e-08,1.9513138290015955e-07,18530842.839031976,3595536.670259963
2021-01-05,3.982704710536456e-08,0,4.276686475662336e-08,1.6660712376380323e-07,18530842.839032013,3595536.670259966
2021-01-06,3.400513883317945e-08,0,3.66266707634056e-08,1.42252534042921e-07,18530842.839032046,3595536.670259969
2021-01-07,2.903427572736252e-08,0,3.1384048867545776e-08,1.214580924542001e-07,18530842.839032073,3595536.6702599716
2021-01-08,2.4790052207932512e-08,0,2.6907792193357973e-08,1.0370337739053528e-07,18530842.8390321,3595536.670259974
2021-01-09,2.116624827299748e-08,0,2.3085873655033814e-08,8.854404235155496e-08,18530842.83903212,3595536.670259976
2021-01-10,1.8072171135275433e-08,0,1.9822642259520443e-08,7.5600695302615e-08,18530842.83903214,3595536.6702599777
2021-01-11,1.54303854575561e-08,0,1.7036429253176942e-08,6.45494036464494e-08,18530842.839032155,3595536.670259979
2021-01-12,1.3174775381803075e-08,0,1.4657504201343026e-08,5.5113587175806423e-08,18530842.839032166,3595536.67025998
2021-01-13,1.1248889850380673e-08,0,1.2626329847710252e-08,4.7057096112340206e-08,18530842.839032177,3595536.6702599805
2021-01-14,9.604529807830366e-09,0,1.0892072077935184e-08,4.01783009961304e-08,18530842.839032188,3595536.6702599814
2021-01-15,8.200541925155417e-09,0,9.41132769641718e-09,3.4305046513746126e-08,18530842.839032196,3595536.6702599823
2021-01-16,7.001788657202686e-09,0,8.147038176364168e-09,2.929034297452316e-08,18530842.839032207,3595536.670259983
2021-01-17,5.978268856811321e-09,0,7.067562197615406e-09,2.500868760581407e-08,18530842.839032214,3595536.6702599833
2021-01-18,5.104366937376065e-09,0,6.145883760664715e-09,2.1352923600423627e-08,18530842.839032218,3595536.6702599837
2021-01-19,4.358211792648422e-09,0,5.358936058387423e-09,1.8231558307742974e-08,18530842.839032218,3595536.670259984
2021-01-20,3.721129429488817e-09,0,4.687024184037434e-09,1.5566473451065853e-08,18530842.83903222,3595536.6702599847
2021-01-21,3.1771756146328228e-09,0,4.113332227651953e-09,1.329097006479289e-08,18530842.839032225,3595536.670259985
2021-01-22,2.712736839041947e-09,0,3.6235024249865477e-09,1.1348099222250323e-08,18530842.839032225,3595536.6702599856
2021-01-23,2.316189613190691e-09,0,3.2052758263587416e-09,9.689236777319087e-09,18530842.83903223,3595536.6702599856
2021-01-24,1.97760956648751e-09,0,2.848185492434604e-09,8.272866449993566e-09,18530842.83903223,3595536.6702599856
2021-01-25,1.6885230704732165e-09,0,2.543294538582264e-09,7.0635408002038624e-09,18530842.83903223,3595536.6702599856
2021-01-26,1.4416951696811613e-09,0,2.2829724718395153e-09,6.030994086237595e-09,18530842.83903223,3595536.6702599856
2021-01-27,1.2309485127138286e-09,0,2.060704222890297e-09,5.14938480530658e-09,18530842.839032233,3595536.6702599856
2021-01-28,1.0510087519315808e-09,0,1.8709270937014305e-09,4.396648959353277e-09,18530842.839032233,3595536.6702599856
2021-01-29,8.973725425781329e-10,0,1.7088915401150243e-09,3.753947860307822e-09,18530842.839032233,3595536.6702599856
2021-01-30,7.661948377624598e-10,0,1.570542305208411e-09,3.2051966550412397e-09,18530842.839032233,3595536.6702599856
2021-01-31,6.541926586334437e-10,0,1.4524169285512531e-09,2.7366617704288383e-09,18530842.839032233,3595536.6702599856
2021-02-01,5.585629314074999e-10,0,1.351559091355304e-09,2.3366172037984805e-09,18530842.839032233,3595536.6702599856
2021-02-02,4.7691233495996e-10,0,1.2654446288095606e-09,1.9950510567593734e-09,18530842.839032233,3595536.6702599856
2021-02-03,4.071974032788583e-10,0,1.1919183579146693e-09,1.7034149678459535e-09,18530842.839032236,3595536.6702599856
2021-02-04,3.4767338372777883e-10,0,1.1291401398094675e-09,1.4544101730382936e-09,18530842.839032236,3595536.6702599856
2021-02-05,2.968505711956716e-10,0,1.0755388266938016e-09,1.2418048399047384e-09,18530842.839032236,3595536.6702599856
2021-02-06,2.5345702531026325e-10,0,1.0297729407792158e-09,1.0602781037961231e-09,18530842.839032236,3595536.6702599856
2021-02-07,2.1640673764034215e-10,0,9.906971011812735e-10,9.052869027920213e-10,18530842.839032236,3595536.6702599856
2021-02-08,1.847724522088421e-10,0,9.57333358520771e-10,7.729522786828742e-10,18530842.839032236,3595536.6702599856
2021-02-09,1.5776245909685743e-10,0,9.288467198261327e-10,6.599622984475075e-10,18530842.839032236,3595536.6702599856
2021-02-10,1.3470078035310378e-10,0,9.045242511997474e-10,5.634891666459707e-10,18530842.839032236,3595536.6702599856
2021-02-11,1.150102523224205e-10,0,8.83757235251571e-10,4.811184543030768e-10,18530842.839032236,3595536.6702599856
2021-02-12,9.819808099546796e-11,0,8.660259367548399e-10,4.1078867309690973e-10,18530842.839032236,3595536.6702599856
2021-02-13,8.384350887397085e-11,0,8.508865952546093e-10,3.5073968257808446e-10,18530842.839032236,3595536.6702599856
2021-02-14,7.158728469066583e-11,0,8.379603190936806e-10,2.994686392094213e-10,18530842.839032236,3595536.6702599856
2021-02-15,6.112267244308294e-11,0,8.269236029071775e-10,2.55692384764524e-10,18530842.839032236,3595536.6702599856
2021-02-16,5.218777472462986e-11,0,8.175002312675089e-10,2.183153327813051e-10,18530842.839032236,3595536.6702599856
2021-02-17,4.455897822931221e-11,0,8.094543658525855e-10,1.8640204936609743e-10,18530842.839032236,3595536.6702599856
2021-02-18,3.804535739101495e-11,0,8.025846431301421e-10,1.591538421292981e-10,18530842.839032236,3595536.6702599856
2021-02-19,3.248389609746214e-11,0,7.967191348411616e-10,1.3588877134483118e-10,18530842.839032236,3595536.6702599856
2021-02-20,2.7735407892893673e-11,0,7.917110451586331e-10,1.1602458307356511e-10,18530842.839032236,3595536.6702599856
2021-02-21,2.368105256454405e-11,0,7.874350368346202e-10,9.906413711868957e-11,18530842.839032236,3595536.6702599856
2021-02-22,2.0219361933681307e-11,0,7.837840943902757e-10,8.458296511910906e-11,18530842.839032236,3595536.6702599856
2021-02-23,1.726370041580423e-11,0,7.806668458439941e-10,7.221864739778452e-11,18530842.839032236,3595536.6702599856
2021-02-24,1.4740096795545913e-11,0,7.780052759487066e-10,6.166174269985755e-11,18530842.839032236,3595536.6702599856
2021-02-25,1.2585392952206273e-11,0,7.757327737076035e-10,5.264804381949802e-11,18530842.839032236,3595536.6702599856
2021-02-26,1.0745663204145672e-11,0,7.737924653035437e-10,4.495196529737696e-11,18530842.839032236,3595536.6702599856
2021-02-27,9.174864713039256e-12,0,7.721357907204474e-10,3.838089770295e-11,18530842.839032236,3595536.6702599856
2021-02-28,7.83368517171625e-12,0,7.707212884338342e-10,3.277038720641365e-11,18530842.839032236,3595536.6702599856
2021-03-01,6.688558936716878e-12,0,7.695135577550098e-10,2.7980019799686407e-11,18530842.839032236,3595536.6702599856
2021-03-02,5.7108269823580394e-12,0,7.684823728595325e-10,2.3889907160987764e-11,18530842.839032236,3595536.6702599856
2021-03-03,4.876019652513847e-12,0,7.676019263267878e-10,2.0397686214897217e-11,18530842.839032236,3595536.6702599856
2021-03-04,4.163244259570297e-12,0,7.668501832587674e-10,1.7415957296010064e-11,18530842.839032236,3595536.6702599856
2021-03-05,3.5546622040190377e-12,0,7.662083298136128e-10,1.487009680122068e-11,18530842.839032236,3595536.6702599856
2021-03-06,3.035042528584585e-12,0,7.65660302352393e-10,1.2696389587974654e-11,18530842.839032236,3595536.6702599856
2021-03-07,2.5913807337029807e-12,0,7.651923854150948e-10,1.0840434378100251e-11,18530842.839032236,3595536.6702599856
2021-03-08,2.2125733144631448e-12,0,7.647928684643872e-10,9.255782259328412e-12,18530842.839032236,3595536.6702599856
2021-03-09,1.8891398736607018e-12,0,7.644517528065008e-10,7.902774210336751e-12,18530842.839032236,3595536.6702599856
2021-03-10,1.612985856299507e-12,0,7.641605013543428e-10,6.747548556106075e-12,18530842.839032236,3595536.6702599856
