,Brazil,India,Mexico,Russia,South Africa,United States,South Korea
98,0.060213667246665006,0.04270026763998758,0.1486341998270191,0.015384644963076467,0.027556469345212598,0.06325384918023319,0.024186297428520052
99,0.05947475673494198,0.04225721343707463,0.1502954799552787,0.01533374672000363,0.027076278677600533,0.06315741262850848,0.024142882785855323
100,0.05906540702935534,0.04190386189978414,0.15095277761634476,0.015275218257292307,0.027536877407184218,0.0630466024249191,0.024093148231079265
101,0.05875976174407476,0.04129975508067381,0.15233458286658363,0.015324736276670248,0.027421280405909566,0.06284942645564107,0.024128686327077747
102,0.05833978774215559,0.04120941929583905,0.15146112235955395,0.015385838811063056,0.027321492430563834,0.06247141670678106,0.02418347313938961
103,0.05771999761334097,0.04083756204622097,0.15120978385195177,0.015336193237817038,0.026677307188052213,0.06202157272094642,0.02423162583518931
104,0.05702515952854724,0.04088514820725008,0.15057476512825196,0.015430628946179949,0.026035541265199986,0.06173307764367043,0.024234354194407455
105,0.056344249442890085,0.04058907850201392,0.14759755185687778,0.015545487319569045,0.025241002240447268,0.06128659503764471,0.02406558533145275
106,0.05619940663012119,0.04020949617903356,0.14650338695562926,0.015517890127933228,0.02489418249827739,0.061144620571551477,0.02394316786528679
107,0.054177844600658526,0.039704035965249795,0.14507601483726032,0.015475788478422368,0.025040524748369587,0.06098988938817836,0.023861550563761907
108,0.05345740221566741,0.03921200796177956,0.144833296926039,0.015540974312370249,0.024589430748864,0.060779853256864566,0.0238053714684339
109,0.053105974168646625,0.03873900141553134,0.14382289321067646,0.015713129921681515,0.02402534318901795,0.06042085783928871,0.023732939233243502
110,0.052702739342232505,0.038374430675919724,0.1432060731697954,0.01577051241543077,0.023693715386467615,0.06012100657218703,0.023741443549085868
111,0.05200601096425012,0.03814258751422127,0.14269602729297656,0.015881274625721253,0.022959028831562974,0.05958309543581709,0.023813632441760137
112,0.0510099433718286,0.0376956489574196,0.14128991201372365,0.015975565844440976,0.023158672014131205,0.059212669890907794,0.023733769025711584
113,0.05038945895902172,0.03713899441477485,0.14102883661066723,0.016015774615919312,0.022944047024898797,0.05907669772962598,0.023740143983544737
114,0.049549245710108596,0.03665367921988867,0.1415991047773222,0.016058494344590085,0.023159997090120298,0.0588448479952651,0.023636829080979607
115,0.04892031237748988,0.03643315136926856,0.14150235146912887,0.01619821902943433,0.022606741855108484,0.058533706773974015,0.023522418478260868
116,0.04825900220437855,0.03591529003242644,0.14056374758396886,0.016300303328978232,0.022134820095084523,0.05813216878983068,0.02344675808362959
117,0.047863791345531884,0.035565591701361934,0.13941227558705163,0.016399839676933897,0.021792642442582597,0.05770908631658509,0.023455956800539992
118,0.04760274485553561,0.03525575882205253,0.13772728174013046,0.01649540413515541,0.02112492485782835,0.05729276351447827,0.02344143841371198
119,0.04691206851685553,0.03494470272442656,0.13629072447517598,0.016611935983632684,0.02073189326556544,0.05695388798434835,0.02343684607014313
120,0.04621948107302096,0.03453633957003824,0.13543075453677172,0.016638507686594223,0.020279893642360283,0.05670872527927976,0.02332750145796884
121,0.045740282675180835,0.03412384411898537,0.1355444613593624,0.016629789114677072,0.02013388617358875,0.05638587521783949,0.02323458634138246
122,0.04531947921501785,0.03368267809526639,0.13420217233993811,0.0167293260158737,0.01982062181470189,0.05678368199385501,0.023171135385633895
123,0.04497662276091587,0.0332285173921335,0.13310755518398204,0.016795283051176384,0.01958974402007225,0.05629950278280438,0.0231004042570745
124,0.04486768797080486,0.03296950664545309,0.13248079011252742,0.016876831787315444,0.0191633391440322,0.05566845918108978,0.023118058412176058
125,0.04442855610339035,0.03274305410571148,0.131704079006191,0.017154198695681407,0.01872937043878509,0.055155130930084104,0.023036563371044434
126,0.043992388335006655,0.03247117149053299,0.13072226855713096,0.017128653647853643,0.018219532149347312,0.05455169783185761,0.02300726115688994
127,0.04367747877153104,0.032252375277462136,0.12969927899223152,0.016972834113993855,0.01797453751963196,0.05428581410826145,0.022915650901999023
128,0.04323069345361881,0.03200449254247694,0.12970085332888157,0.016937463455722307,0.017995789360760597,0.05377681082372643,0.022791562272690535
129,0.04281435986629345,0.03156483468365129,0.12967714515088072,0.017001217654777977,0.01909666965654929,0.0531476152928403,0.022703486031720472
