,location,population,total_cases,relative_day,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,target
1087,Czech Republic,10708982.0,7188,32,82,162,130,116,105,133,127,127,95,52,85
1088,Czech Republic,10708982.0,7273,33,162,130,116,105,133,127,127,95,52,85,79
1089,Czech Republic,10708982.0,7352,34,130,116,105,133,127,127,95,52,85,79,52
1090,Czech Republic,10708982.0,7404,35,116,105,133,127,127,95,52,85,79,52,45
1091,Czech Republic,10708982.0,7449,36,105,133,127,127,95,52,85,79,52,45,55
1092,Czech Republic,10708982.0,7504,37,133,127,127,95,52,85,79,52,45,55,75
1093,Czech Republic,10708982.0,7579,38,127,127,95,52,85,79,52,45,55,75,103
1094,Czech Republic,10708982.0,7682,39,127,95,52,85,79,52,45,55,75,103,55
1095,Czech Republic,10708982.0,7737,40,95,52,85,79,52,45,55,75,103,55,18
1096,Denmark,5792203.0,1591,9,48,57,92,91,36,104,71,69,65,131,133
1097,Denmark,5792203.0,1724,10,57,92,91,36,104,71,69,65,131,133,153
1098,Denmark,5792203.0,1877,11,92,91,36,104,71,69,65,131,133,153,169
1099,Denmark,5792203.0,2046,12,91,36,104,71,69,65,131,133,153,169,155
1100,Denmark,5792203.0,2201,13,36,104,71,69,65,131,133,153,169,155,194
1101,Denmark,5792203.0,2395,14,104,71,69,65,131,133,153,169,155,194,182
1102,Denmark,5792203.0,2577,15,71,69,65,131,133,153,169,155,194,182,283
1103,Denmark,5792203.0,2860,16,69,65,131,133,153,169,155,194,182,283,247
1104,Denmark,5792203.0,3107,17,65,131,133,153,169,155,194,182,283,247,279
1105,Denmark,5792203.0,3386,18,131,133,153,169,155,194,182,283,247,279,371
1106,Denmark,5792203.0,3757,19,133,153,169,155,194,182,283,247,279,371,320
1107,Denmark,5792203.0,4077,20,153,169,155,194,182,283,247,279,371,320,292
1108,Denmark,5792203.0,4369,21,169,155,194,182,283,247,279,371,320,292,312
1109,Denmark,5792203.0,4681,22,155,194,182,283,247,279,371,320,292,312,390
1110,Denmark,5792203.0,5071,23,194,182,283,247,279,371,320,292,312,390,331
1111,Denmark,5792203.0,5402,24,182,283,247,279,371,320,292,312,390,331,233
1112,Denmark,5792203.0,5635,25,283,247,279,371,320,292,312,390,331,233,184
1113,Denmark,5792203.0,5819,26,247,279,371,320,292,312,390,331,233,184,177
1114,Denmark,5792203.0,5996,27,279,371,320,292,312,390,331,233,184,177,178
1115,Denmark,5792203.0,6174,28,371,320,292,312,390,331,233,184,177,178,144
1116,Denmark,5792203.0,6318,29,320,292,312,390,331,233,184,177,178,144,193
1117,Denmark,5792203.0,6511,30,292,312,390,331,233,184,177,178,144,193,170
1118,Denmark,5792203.0,6681,31,312,390,331,233,184,177,178,144,193,170,198
1119,Denmark,5792203.0,6879,32,390,331,233,184,177,178,144,193,170,198,194
1120,Denmark,5792203.0,7073,33,331,233,184,177,178,144,193,170,198,194,169
1121,Denmark,5792203.0,7242,34,233,184,177,178,144,193,170,198,194,169,142
1122,Denmark,5792203.0,7384,35,184,177,178,144,193,170,198,194,169,142,131
1123,Denmark,5792203.0,7515,36,177,178,144,193,170,198,194,169,142,131,180
1124,Denmark,5792203.0,7695,37,178,144,193,170,198,194,169,142,131,180,217
1125,Denmark,5792203.0,7912,38,144,193,170,198,194,169,142,131,180,217,161
1126,Denmark,5792203.0,8073,39,193,170,198,194,169,142,131,180,217,161,137
1127,Denmark,5792203.0,8210,40,170,198,194,169,142,131,180,217,161,137,235
1128,Denmark,5792203.0,8445,41,198,194,169,142,131,180,217,161,137,235,130
1129,Denmark,5792203.0,8575,42,194,169,142,131,180,217,161,137,235,130,123
1130,Denmark,5792203.0,8698,43,169,142,131,180,217,161,137,235,130,123,153
1131,Denmark,5792203.0,8851,44,142,131,180,217,161,137,235,130,123,153,157
1132,Denmark,5792203.0,9008,45,131,180,217,161,137,235,130,123,153,157,150
1133,Denmark,5792203.0,9158,46,180,217,161,137,235,130,123,153,157,150,153
1134,Denmark,5792203.0,9311,47,217,161,137,235,130,123,153,157,150,153,96
1135,Djibouti,988002.0,732,9,5,10,37,27,84,65,72,156,141,0,114
1136,Djibouti,988002.0,846,10,10,37,27,84,65,72,156,141,0,114,0
1137,Djibouti,988002.0,846,11,37,27,84,65,72,156,141,0,114,0,99
1138,Djibouti,988002.0,945,12,27,84,65,72,156,141,0,114,0,99,29
1139,Djibouti,988002.0,974,13,84,65,72,156,141,0,114,0,99,29,12
1140,Djibouti,988002.0,986,14,65,72,156,141,0,114,0,99,29,12,13
1141,Djibouti,988002.0,999,15,72,156,141,0,114,0,99,29,12,13,9
1142,Djibouti,988002.0,1008,16,156,141,0,114,0,99,29,12,13,9,15
1143,Djibouti,988002.0,1023,17,141,0,114,0,99,29,12,13,9,15,12
1144,Djibouti,988002.0,1035,18,0,114,0,99,29,12,13,9,15,12,37
1145,Djibouti,988002.0,1072,19,114,0,99,29,12,13,9,15,12,37,5
1146,Djibouti,988002.0,1077,20,0,99,29,12,13,9,15,12,37,5,12
1147,Djibouti,988002.0,1089,21,99,29,12,13,9,15,12,37,5,12,8
1148,Djibouti,988002.0,1097,22,29,12,13,9,15,12,37,5,12,8,15
1149,Dominican Republic,10847904.0,901,9,78,90,43,67,80,96,93,138,140,42,208
1150,Dominican Republic,10847904.0,1109,10,90,43,67,80,96,93,138,140,42,208,175
1151,Dominican Republic,10847904.0,1284,11,43,67,80,96,93,138,140,42,208,175,96
1152,Dominican Republic,10847904.0,1380,12,67,80,96,93,138,140,42,208,175,96,108
1153,Dominican Republic,10847904.0,1488,13,80,96,93,138,140,42,208,175,96,108,90
1154,Dominican Republic,10847904.0,1578,14,96,93,138,140,42,208,175,96,108,90,167
1155,Dominican Republic,10847904.0,1745,15,93,138,140,42,208,175,96,108,90,167,83
1156,Dominican Republic,10847904.0,1828,16,138,140,42,208,175,96,108,90,167,83,128
1157,Dominican Republic,10847904.0,1956,17,140,42,208,175,96,108,90,167,83,128,155
1158,Dominican Republic,10847904.0,2111,18,42,208,175,96,108,90,167,83,128,155,238
1159,Dominican Republic,10847904.0,2349,19,208,175,96,108,90,167,83,128,155,238,271
1160,Dominican Republic,10847904.0,2620,20,175,96,108,90,167,83,128,155,238,271,139
1161,Dominican Republic,10847904.0,2759,21,96,108,90,167,83,128,155,238,271,139,208
1162,Dominican Republic,10847904.0,2967,22,108,90,167,83,128,155,238,271,139,208,200
1163,Dominican Republic,10847904.0,3167,23,90,167,83,128,155,238,271,139,208,200,119
1164,Dominican Republic,10847904.0,3286,24,167,83,128,155,238,271,139,208,200,119,328
1165,Dominican Republic,10847904.0,3614,25,83,128,155,238,271,139,208,200,119,328,141
1166,Dominican Republic,10847904.0,3755,26,128,155,238,271,139,208,200,119,328,141,371
1167,Dominican Republic,10847904.0,4126,27,155,238,271,139,208,200,119,328,141,371,209
1168,Dominican Republic,10847904.0,4335,28,238,271,139,208,200,119,328,141,371,209,345
1169,Dominican Republic,10847904.0,4680,29,271,139,208,200,119,328,141,371,209,345,284
1170,Dominican Republic,10847904.0,4964,30,139,208,200,119,328,141,371,209,345,284,80
1171,Dominican Republic,10847904.0,5044,31,208,200,119,328,141,371,209,345,284,80,256
1172,Dominican Republic,10847904.0,5300,32,200,119,328,141,371,209,345,284,80,256,243
1173,Dominican Republic,10847904.0,5543,33,119,328,141,371,209,345,284,80,256,243,206
1174,Dominican Republic,10847904.0,5749,34,328,141,371,209,345,284,80,256,243,206,177
1175,Dominican Republic,10847904.0,5926,35,141,371,209,345,284,80,256,243,206,177,209
1176,Dominican Republic,10847904.0,6135,36,371,209,345,284,80,256,243,206,177,209,0
1177,Dominican Republic,10847904.0,6135,37,209,345,284,80,256,243,206,177,209,0,281
1178,Dominican Republic,10847904.0,6416,38,345,284,80,256,243,206,177,209,0,281,236
1179,Dominican Republic,10847904.0,6652,39,284,80,256,243,206,177,209,0,281,236,320
1180,Dominican Republic,10847904.0,6972,40,80,256,243,206,177,209,0,281,236,320,316
1181,Dominican Republic,10847904.0,7288,41,256,243,206,177,209,0,281,236,320,316,290
1182,Ecuador,17643060.0,1211,9,21,53,57,31,227,106,257,192,101,129,192
1183,Ecuador,17643060.0,1403,10,53,57,31,227,106,257,192,101,129,192,224
1184,Ecuador,17643060.0,1627,11,57,31,227,106,257,192,101,129,192,224,208
1185,Ecuador,17643060.0,1835,12,31,227,106,257,192,101,129,192,224,208,55
1186,Ecuador,17643060.0,1890,13,227,106,257,192,101,129,192,224,208,55,76
1187,Ecuador,17643060.0,1966,14,106,257,192,101,129,192,224,208,55,76,336
1188,Ecuador,17643060.0,2302,15,257,192,101,129,192,224,208,55,76,336,456
1189,Ecuador,17643060.0,2758,16,192,101,129,192,224,208,55,76,336,456,405
1190,Ecuador,17643060.0,3163,17,101,129,192,224,208,55,76,336,456,405,205
1191,Ecuador,17643060.0,3368,18,129,192,224,208,55,76,336,456,405,205,97
1192,Ecuador,17643060.0,3465,19,192,224,208,55,76,336,456,405,205,97,181
1193,Ecuador,17643060.0,3646,20,224,208,55,76,336,456,405,205,97,181,101
1194,Ecuador,17643060.0,3747,21,208,55,76,336,456,405,205,97,181,101,248
1195,Ecuador,17643060.0,3995,22,55,76,336,456,405,205,97,181,101,248,455
1196,Ecuador,17643060.0,4450,23,76,336,456,405,205,97,181,101,248,455,515
1197,Ecuador,17643060.0,4965,24,336,456,405,205,97,181,101,248,455,515,2196
1198,Ecuador,17643060.0,7161,25,456,405,205,97,181,101,248,455,515,2196,96
1199,Ecuador,17643060.0,7257,26,405,205,97,181,101,248,455,515,2196,96,209
1200,Ecuador,17643060.0,7466,27,205,97,181,101,248,455,515,2196,96,209,63
1201,Ecuador,17643060.0,7529,28,97,181,101,248,455,515,2196,96,209,63,74
1202,Ecuador,17643060.0,7603,29,181,101,248,455,515,2196,96,209,63,74,255
1203,Ecuador,17643060.0,7858,30,101,248,455,515,2196,96,209,63,74,255,367
1204,Ecuador,17643060.0,8225,31,248,455,515,2196,96,209,63,74,255,367,225
1205,Ecuador,17643060.0,8450,32,455,515,2196,96,209,63,74,255,367,225,572
1206,Ecuador,17643060.0,9022,33,515,2196,96,209,63,74,255,367,225,572,446
1207,Ecuador,17643060.0,9468,34,2196,96,209,63,74,255,367,225,572,446,660
1208,Ecuador,17643060.0,10128,35,96,209,63,74,255,367,225,572,446,660,270
1209,Ecuador,17643060.0,10398,36,209,63,74,255,367,225,572,446,660,270,452
1210,Ecuador,17643060.0,10850,37,63,74,255,367,225,572,446,660,270,452,333
1211,Ecuador,17643060.0,11183,38,74,255,367,225,572,446,660,270,452,333,0
1212,Ecuador,17643060.0,11183,39,255,367,225,572,446,660,270,452,333,0,0
1213,Ecuador,17643060.0,11183,40,367,225,572,446,660,270,452,333,0,0,11536
1214,Ecuador,17643060.0,22719,41,225,572,446,660,270,452,333,0,0,11536,521
1215,Ecuador,17643060.0,23240,42,572,446,660,270,452,333,0,0,11536,521,1018
1216,Ecuador,17643060.0,24258,43,446,660,270,452,333,0,0,11536,521,1018,417
1217,Ecuador,17643060.0,24675,44,660,270,452,333,0,0,11536,521,1018,417,259
1218,Ecuador,17643060.0,24934,45,270,452,333,0,0,11536,521,1018,417,259,1402
1219,Ecuador,17643060.0,26336,46,452,333,0,0,11536,521,1018,417,259,1402,1128
1220,El Salvador,6486201.0,125,9,10,6,7,9,0,25,14,1,0,7,24
1221,El Salvador,6486201.0,149,10,6,7,9,0,25,14,1,0,7,24,10
1222,El Salvador,6486201.0,159,11,7,9,0,25,14,1,0,7,24,10,0
1223,El Salvador,6486201.0,159,12,9,0,25,14,1,0,7,24,10,0,5
1224,El Salvador,6486201.0,164,13,0,25,14,1,0,7,24,10,0,5,13
1225,El Salvador,6486201.0,177,14,25,14,1,0,7,24,10,0,5,13,13
1226,El Salvador,6486201.0,190,15,14,1,0,7,24,10,0,5,13,13,11
1227,El Salvador,6486201.0,201,16,1,0,7,24,10,0,5,13,13,11,17
1228,El Salvador,6486201.0,218,17,0,7,24,10,0,5,13,13,11,17,7
1229,El Salvador,6486201.0,225,18,7,24,10,0,5,13,13,11,17,7,12
1230,El Salvador,6486201.0,237,19,24,10,0,5,13,13,11,17,7,12,13
1231,El Salvador,6486201.0,250,20,10,0,5,13,13,11,17,7,12,13,11
1232,El Salvador,6486201.0,261,21,0,5,13,13,11,17,7,12,13,11,37
1233,El Salvador,6486201.0,298,22,5,13,13,11,17,7,12,13,11,37,0
1234,El Salvador,6486201.0,298,23,13,13,11,17,7,12,13,11,37,0,25
1235,El Salvador,6486201.0,323,24,13,11,17,7,12,13,11,37,0,25,22
1236,El Salvador,6486201.0,345,25,11,17,7,12,13,11,37,0,25,22,32
1237,El Salvador,6486201.0,377,26,17,7,12,13,11,37,0,25,22,32,47
1238,El Salvador,6486201.0,424,27,7,12,13,11,37,0,25,22,32,47,22
1239,El Salvador,6486201.0,446,28,12,13,11,37,0,25,22,32,47,22,0
1240,Estonia,1326539.0,961,9,35,134,37,65,39,36,30,34,79,103,57
1241,Estonia,1326539.0,1018,10,134,37,65,39,36,30,34,79,103,57,79
1242,Estonia,1326539.0,1097,11,37,65,39,36,30,34,79,103,57,79,11
1243,Estonia,1326539.0,1108,12,65,39,36,30,34,79,103,57,79,11,41
1244,Estonia,1326539.0,1149,13,39,36,30,34,79,103,57,79,11,41,36
1245,Estonia,1326539.0,1185,14,36,30,34,79,103,57,79,11,41,36,22
1246,Estonia,1326539.0,1207,15,30,34,79,103,57,79,11,41,36,22,51
1247,Estonia,1326539.0,1258,16,34,79,103,57,79,11,41,36,22,51,46
1248,Estonia,1326539.0,1304,17,79,103,57,79,11,41,36,22,51,46,5
1249,Estonia,1326539.0,1309,18,103,57,79,11,41,36,22,51,46,5,23
1250,Estonia,1326539.0,1332,19,57,79,11,41,36,22,51,46,5,23,41
1251,Estonia,1326539.0,1373,20,79,11,41,36,22,51,46,5,23,41,29
1252,Estonia,1326539.0,1402,21,11,41,36,22,51,46,5,23,41,29,32
1253,Estonia,1326539.0,1434,22,41,36,22,51,46,5,23,41,29,32,25
1254,Estonia,1326539.0,1459,23,36,22,51,46,5,23,41,29,32,25,53
1255,Estonia,1326539.0,1512,24,22,51,46,5,23,41,29,32,25,53,16
1256,Estonia,1326539.0,1528,25,51,46,5,23,41,29,32,25,53,16,7
1257,Estonia,1326539.0,1535,26,46,5,23,41,29,32,25,53,16,7,17
1258,Estonia,1326539.0,1552,27,5,23,41,29,32,25,53,16,7,17,7
1259,Estonia,1326539.0,1559,28,23,41,29,32,25,53,16,7,17,7,33
1260,Estonia,1326539.0,1592,29,41,29,32,25,53,16,7,17,7,33,13
1261,Estonia,1326539.0,1605,30,29,32,25,53,16,7,17,7,33,13,30
1262,Estonia,1326539.0,1635,31,32,25,53,16,7,17,7,33,13,30,8
1263,Estonia,1326539.0,1643,32,25,53,16,7,17,7,33,13,30,8,4
1264,Estonia,1326539.0,1647,33,53,16,7,17,7,33,13,30,8,4,13
1265,Estonia,1326539.0,1660,34,16,7,17,7,33,13,30,8,4,13,6
1266,Estonia,1326539.0,1666,35,7,17,7,33,13,30,8,4,13,6,23
1267,Estonia,1326539.0,1689,36,17,7,33,13,30,8,4,13,6,23,5
1268,Estonia,1326539.0,1694,37,7,33,13,30,8,4,13,6,23,5,5
1269,Ethiopia,114963583.0,92,9,8,3,1,9,4,2,3,8,3,7,4
1270,Ethiopia,114963583.0,96,10,3,1,9,4,2,3,8,3,7,4,9
1271,Ethiopia,114963583.0,105,11,1,9,4,2,3,8,3,7,4,9,3
1272,Ethiopia,114963583.0,108,12,9,4,2,3,8,3,7,4,9,3,3
1273,Ethiopia,114963583.0,111,13,4,2,3,8,3,7,4,9,3,3,3
1274,Ethiopia,114963583.0,114,14,2,3,8,3,7,4,9,3,3,3,2
1275,Ethiopia,114963583.0,116,15,3,8,3,7,4,9,3,3,3,2,0
1276,Ethiopia,114963583.0,116,16,8,3,7,4,9,3,3,3,2,0,1
1277,Ethiopia,114963583.0,117,17,3,7,4,9,3,3,3,2,0,1,5
1278,Ethiopia,114963583.0,122,18,7,4,9,3,3,3,2,0,1,5,1
1279,Ethiopia,114963583.0,123,19,4,9,3,3,3,2,0,1,5,1,1
1280,Ethiopia,114963583.0,124,20,9,3,3,3,2,0,1,5,1,1,2
1281,Ethiopia,114963583.0,126,21,3,3,3,2,0,1,5,1,1,2,4
1282,Ethiopia,114963583.0,130,22,3,3,2,0,1,5,1,1,2,4,1
1283,Ethiopia,114963583.0,131,23,3,2,0,1,5,1,1,2,4,1,2
1284,Ethiopia,114963583.0,133,24,2,0,1,5,1,1,2,4,1,2,0
1285,Finland,5540718.0,1313,9,71,105,74,92,88,78,67,193,0,95,71
1286,Finland,5540718.0,1384,10,105,74,92,88,78,67,193,0,95,71,62
1287,Finland,5540718.0,1446,11,74,92,88,78,67,193,0,95,71,62,72
1288,Finland,5540718.0,1518,12,92,88,78,67,193,0,95,71,62,72,97
1289,Finland,5540718.0,1615,13,88,78,67,193,0,95,71,62,72,97,267
1290,Finland,5540718.0,1882,14,78,67,193,0,95,71,62,72,97,267,45
1291,Finland,5540718.0,1927,15,67,193,0,95,71,62,72,97,267,45,249
1292,Finland,5540718.0,2176,16,193,0,95,71,62,72,97,267,45,249,132
1293,Finland,5540718.0,2308,17,0,95,71,62,72,97,267,45,249,132,179
1294,Finland,5540718.0,2487,18,95,71,62,72,97,267,45,249,132,179,118
1295,Finland,5540718.0,2605,19,71,62,72,97,267,45,249,132,179,118,164
1296,Finland,5540718.0,2769,20,62,72,97,267,45,249,132,179,118,164,136
1297,Finland,5540718.0,2905,21,72,97,267,45,249,132,179,118,164,136,69
1298,Finland,5540718.0,2974,22,97,267,45,249,132,179,118,164,136,69,90
1299,Finland,5540718.0,3064,23,267,45,249,132,179,118,164,136,69,90,97
1300,Finland,5540718.0,3161,24,45,249,132,179,118,164,136,69,90,97,76
1301,Finland,5540718.0,3237,25,249,132,179,118,164,136,69,90,97,76,132
1302,Finland,5540718.0,3369,26,132,179,118,164,136,69,90,97,76,132,120
1303,Finland,5540718.0,3489,27,179,118,164,136,69,90,97,76,132,120,192
1304,Finland,5540718.0,3681,28,118,164,136,69,90,97,76,132,120,192,102
1305,Finland,5540718.0,3783,29,164,136,69,90,97,76,132,120,192,102,85
1306,Finland,5540718.0,3868,30,136,69,90,97,76,132,120,192,102,85,146
1307,Finland,5540718.0,4014,31,69,90,97,76,132,120,192,102,85,146,115
1308,Finland,5540718.0,4129,32,90,97,76,132,120,192,102,85,146,115,155
1309,Finland,5540718.0,4284,33,97,76,132,120,192,102,85,146,115,155,111
1310,Finland,5540718.0,4395,34,76,132,120,192,102,85,146,115,155,111,80
1311,Finland,5540718.0,4475,35,132,120,192,102,85,146,115,155,111,80,101
1312,Finland,5540718.0,4576,36,120,192,102,85,146,115,155,111,80,101,119
1313,Finland,5540718.0,4695,37,192,102,85,146,115,155,111,80,101,119,45
1314,Finland,5540718.0,4740,38,102,85,146,115,155,111,80,101,119,45,166
1315,Finland,5540718.0,4906,39,85,146,115,155,111,80,101,119,45,166,89
1316,Finland,5540718.0,4995,40,146,115,155,111,80,101,119,45,166,89,56
1317,Finland,5540718.0,5051,41,115,155,111,80,101,119,45,166,89,56,128
1318,France,65273512.0,1126,9,19,43,30,48,34,73,138,190,103,410,286
1319,France,65273512.0,1412,10,43,30,48,34,73,138,190,103,410,286,372
1320,France,65273512.0,1784,11,30,48,34,73,138,190,103,410,286,372,497
1321,France,65273512.0,2281,12,48,34,73,138,190,103,410,286,372,497,595
1322,France,65273512.0,2876,13,34,73,138,190,103,410,286,372,497,595,785
1323,France,65273512.0,3661,14,73,138,190,103,410,286,372,497,595,785,838
1324,France,65273512.0,4499,15,138,190,103,410,286,372,497,595,785,838,924
1325,France,65273512.0,5423,16,190,103,410,286,372,497,595,785,838,924,1210
1326,France,65273512.0,6633,17,103,410,286,372,497,595,785,838,924,1210,1097
1327,France,65273512.0,7730,18,410,286,372,497,595,785,838,924,1210,1097,1404
1328,France,65273512.0,9134,19,286,372,497,595,785,838,924,1210,1097,1404,1861
1329,France,65273512.0,10995,20,372,497,595,785,838,924,1210,1097,1404,1861,1617
1330,France,65273512.0,12612,21,497,595,785,838,924,1210,1097,1404,1861,1617,1847
1331,France,65273512.0,14459,22,595,785,838,924,1210,1097,1404,1861,1617,1847,1559
1332,France,65273512.0,16018,23,785,838,924,1210,1097,1404,1861,1617,1847,1559,3838
1333,France,65273512.0,19856,24,838,924,1210,1097,1404,1861,1617,1847,1559,3838,2446
1334,France,65273512.0,22302,25,924,1210,1097,1404,1861,1617,1847,1559,3838,2446,2931
1335,France,65273512.0,25233,26,1210,1097,1404,1861,1617,1847,1559,3838,2446,2931,3922
1336,France,65273512.0,29155,27,1097,1404,1861,1617,1847,1559,3838,2446,2931,3922,3809
1337,France,65273512.0,32964,28,1404,1861,1617,1847,1559,3838,2446,2931,3922,3809,4611
1338,France,65273512.0,37575,29,1861,1617,1847,1559,3838,2446,2931,3922,3809,4611,2599
1339,France,65273512.0,40174,30,1617,1847,1559,3838,2446,2931,3922,3809,4611,2599,4376
1340,France,65273512.0,44550,31,1847,1559,3838,2446,2931,3922,3809,4611,2599,4376,7578
1341,France,65273512.0,52128,32,1559,3838,2446,2931,3922,3809,4611,2599,4376,7578,4861
1342,France,65273512.0,56989,33,3838,2446,2931,3922,3809,4611,2599,4376,7578,4861,2116
1343,France,65273512.0,59105,34,2446,2931,3922,3809,4611,2599,4376,7578,4861,2116,5233
1344,France,65273512.0,64338,35,2931,3922,3809,4611,2599,4376,7578,4861,2116,5233,4267
1345,France,65273512.0,68605,36,3922,3809,4611,2599,4376,7578,4861,2116,5233,4267,1873
1346,France,65273512.0,70478,37,3809,4611,2599,4376,7578,4861,2116,5233,4267,1873,3912
1347,France,65273512.0,74390,38,4611,2599,4376,7578,4861,2116,5233,4267,1873,3912,3777
1348,France,65273512.0,78167,39,2599,4376,7578,4861,2116,5233,4267,1873,3912,3777,3881
1349,France,65273512.0,82048,40,4376,7578,4861,2116,5233,4267,1873,3912,3777,3881,4286
1350,France,65273512.0,86334,41,7578,4861,2116,5233,4267,1873,3912,3777,3881,4286,4342
1351,France,65273512.0,90676,42,4861,2116,5233,4267,1873,3912,3777,3881,4286,4342,3114
1352,France,65273512.0,93790,43,2116,5233,4267,1873,3912,3777,3881,4286,4342,3114,1613
1353,France,65273512.0,95403,44,5233,4267,1873,3912,3777,3881,4286,4342,3114,1613,2673
1354,France,65273512.0,98076,45,4267,1873,3912,3777,3881,4286,4342,3114,1613,2673,5497
1355,France,65273512.0,103573,46,1873,3912,3777,3881,4286,4342,3114,1613,2673,5497,2633
1356,France,65273512.0,106206,47,3912,3777,3881,4286,4342,3114,1613,2673,5497,2633,2641
1357,France,65273512.0,108847,48,3777,3881,4286,4342,3114,1613,2673,5497,2633,2641,405
1358,France,65273512.0,109252,49,3881,4286,4342,3114,1613,2673,5497,2633,2641,405,2569
1359,France,65273512.0,111821,50,4286,4342,3114,1613,2673,5497,2633,2641,405,2569,785
1360,France,65273512.0,112606,51,4342,3114,1613,2673,5497,2633,2641,405,2569,785,2051
1361,France,65273512.0,114657,52,3114,1613,2673,5497,2633,2641,405,2569,785,2051,2667
1362,France,65273512.0,117324,53,1613,2673,5497,2633,2641,405,2569,785,2051,2667,1827
1363,France,65273512.0,119151,54,2673,5497,2633,2641,405,2569,785,2051,2667,1827,1653
1364,France,65273512.0,120804,55,5497,2633,2641,405,2569,785,2051,2667,1827,1653,1773
1365,France,65273512.0,122577,56,2633,2641,405,2569,785,2051,2667,1827,1653,1773,1537
1366,France,65273512.0,124114,57,2641,405,2569,785,2051,2667,1827,1653,1773,1537,461
1367,France,65273512.0,124575,58,405,2569,785,2051,2667,1827,1653,1773,1537,461,1195
1368,France,65273512.0,125770,59,2569,785,2051,2667,1827,1653,1773,1537,461,1195,1065
1369,France,65273512.0,126835,60,785,2051,2667,1827,1653,1773,1537,461,1195,1065,1607
1370,France,65273512.0,128442,61,2051,2667,1827,1653,1773,1537,461,1195,1065,1607,1139
1371,France,65273512.0,129581,62,2667,1827,1653,1773,1537,461,1195,1065,1607,1139,604
1372,France,65273512.0,130185,63,1827,1653,1773,1537,461,1195,1065,1607,1139,604,794
1373,Gabon,2225728.0,156,9,8,0,18,12,8,13,1,0,11,36,10
1374,Gabon,2225728.0,166,10,0,18,12,8,13,1,0,11,36,10,1
1375,Gabon,2225728.0,167,11,18,12,8,13,1,0,11,36,10,1,5
1376,Gabon,2225728.0,172,12,12,8,13,1,0,11,36,10,1,5,4
1377,Gabon,2225728.0,176,13,8,13,1,0,11,36,10,1,5,4,0
1378,Gabon,2225728.0,176,14,13,1,0,11,36,10,1,5,4,0,35
1379,Gabon,2225728.0,211,15,1,0,11,36,10,1,5,4,0,35,27
1380,Gabon,2225728.0,238,16,0,11,36,10,1,5,4,0,35,27,38
1381,Gabon,2225728.0,276,17,11,36,10,1,5,4,0,35,27,38,0
1382,Gabon,2225728.0,276,18,36,10,1,5,4,0,35,27,38,0,32
1383,Gabon,2225728.0,308,19,10,1,5,4,0,35,27,38,0,32,27
1384,Georgia,3989175.0,300,9,17,14,8,15,7,16,8,15,15,28,6
1385,Georgia,3989175.0,306,10,14,8,15,7,16,8,15,15,28,6,42
1386,Georgia,3989175.0,348,11,8,15,7,16,8,15,15,28,6,42,22
1387,Georgia,3989175.0,370,12,15,7,16,8,15,15,28,6,42,22,18
1388,Georgia,3989175.0,388,13,7,16,8,15,15,28,6,42,22,18,6
1389,Georgia,3989175.0,394,14,16,8,15,15,28,6,42,22,18,6,8
1390,Georgia,3989175.0,402,15,8,15,15,28,6,42,22,18,6,8,6
1391,Georgia,3989175.0,408,16,15,15,28,6,42,22,18,6,8,6,8
1392,Georgia,3989175.0,416,17,15,28,6,42,22,18,6,8,6,8,9
1393,Georgia,3989175.0,425,18,28,6,42,22,18,6,8,6,8,9,19
1394,Georgia,3989175.0,444,19,6,42,22,18,6,8,6,8,9,19,12
1395,Georgia,3989175.0,456,20,42,22,18,6,8,6,8,9,19,12,30
1396,Georgia,3989175.0,486,21,22,18,6,8,6,8,9,19,12,30,11
1397,Georgia,3989175.0,497,22,18,6,8,6,8,9,19,12,30,11,14
1398,Georgia,3989175.0,511,23,6,8,6,8,9,19,12,30,11,14,6
1399,Georgia,3989175.0,517,24,8,6,8,9,19,12,30,11,14,6,22
1400,Georgia,3989175.0,539,25,6,8,9,19,12,30,11,14,6,22,43
1401,Georgia,3989175.0,582,26,8,9,19,12,30,11,14,6,22,43,0
1402,Germany,83783945.0,8198,9,237,157,271,802,693,733,1043,1174,1144,1042,5940
1403,Germany,83783945.0,14138,10,157,271,802,693,733,1043,1174,1144,1042,5940,4049
1404,Germany,83783945.0,18187,11,271,802,693,733,1043,1174,1144,1042,5940,4049,3276
1405,Germany,83783945.0,21463,12,802,693,733,1043,1174,1144,1042,5940,4049,3276,3311
1406,Germany,83783945.0,24774,13,693,733,1043,1174,1144,1042,5940,4049,3276,3311,4438
1407,Germany,83783945.0,29212,14,733,1043,1174,1144,1042,5940,4049,3276,3311,4438,2342
1408,Germany,83783945.0,31554,15,1043,1174,1144,1042,5940,4049,3276,3311,4438,2342,4954
1409,Germany,83783945.0,36508,16,1174,1144,1042,5940,4049,3276,3311,4438,2342,4954,5780
1410,Germany,83783945.0,42288,17,1144,1042,5940,4049,3276,3311,4438,2342,4954,5780,6294
1411,Germany,83783945.0,48582,18,1042,5940,4049,3276,3311,4438,2342,4954,5780,6294,3965
1412,Germany,83783945.0,52547,19,5940,4049,3276,3311,4438,2342,4954,5780,6294,3965,4751
1413,Germany,83783945.0,57298,20,4049,3276,3311,4438,2342,4954,5780,6294,3965,4751,4615
