,location,population,total_cases,relative_day,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,target
0,Afghanistan,38928341.0,235,9,33,0,16,15,8,27,25,26,43,0,35
1,Afghanistan,38928341.0,270,10,0,16,15,8,27,25,26,43,0,35,29
2,Afghanistan,38928341.0,299,11,16,15,8,27,25,26,43,0,35,29,38
3,Afghanistan,38928341.0,337,12,15,8,27,25,26,43,0,35,29,38,30
4,Afghanistan,38928341.0,367,13,8,27,25,26,43,0,35,29,38,30,56
5,Afghanistan,38928341.0,423,14,27,25,26,43,0,35,29,38,30,56,61
6,Afghanistan,38928341.0,484,15,25,26,43,0,35,29,38,30,56,61,37
7,Afghanistan,38928341.0,521,16,26,43,0,35,29,38,30,56,61,37,34
8,Afghanistan,38928341.0,555,17,43,0,35,29,38,30,56,61,37,34,52
9,Afghanistan,38928341.0,607,18,0,35,29,38,30,56,61,37,34,52,58
10,Afghanistan,38928341.0,665,19,35,29,38,30,56,61,37,34,52,58,49
11,Afghanistan,38928341.0,714,20,29,38,30,56,61,37,34,52,58,49,70
12,Afghanistan,38928341.0,784,21,38,30,56,61,37,34,52,58,49,70,10
13,Afghanistan,38928341.0,794,22,30,56,61,37,34,52,58,49,70,10,51
14,Afghanistan,38928341.0,845,23,56,61,37,34,52,58,49,70,10,51,63
15,Afghanistan,38928341.0,908,24,61,37,34,52,58,49,70,10,51,63,88
16,Afghanistan,38928341.0,996,25,37,34,52,58,49,70,10,51,63,88,35
17,Afghanistan,38928341.0,1031,26,34,52,58,49,70,10,51,63,88,35,61
18,Afghanistan,38928341.0,1092,27,52,58,49,70,10,51,63,88,35,61,84
19,Afghanistan,38928341.0,1176,28,58,49,70,10,51,63,88,35,61,84,105
20,Afghanistan,38928341.0,1281,29,49,70,10,51,63,88,35,61,84,105,70
21,Afghanistan,38928341.0,1351,30,70,10,51,63,88,35,61,84,105,70,112
22,Afghanistan,38928341.0,1463,31,10,51,63,88,35,61,84,105,70,112,68
23,Afghanistan,38928341.0,1531,32,51,63,88,35,61,84,105,70,112,68,172
24,Afghanistan,38928341.0,1703,33,63,88,35,61,84,105,70,112,68,172,124
25,Afghanistan,38928341.0,1827,34,88,35,61,84,105,70,112,68,172,124,122
26,Afghanistan,38928341.0,1949,35,35,61,84,105,70,112,68,172,124,122,222
27,Afghanistan,38928341.0,2171,36,61,84,105,70,112,68,172,124,122,222,164
28,Afghanistan,38928341.0,2335,37,84,105,70,112,68,172,124,122,222,164,134
29,Albania,2877800.0,146,9,9,4,4,11,0,6,13,11,23,23,28
30,Albania,2877800.0,174,10,4,4,11,0,6,13,11,23,23,28,12
31,Albania,2877800.0,186,11,4,11,0,6,13,11,23,23,28,12,11
32,Albania,2877800.0,197,12,11,0,6,13,11,23,23,28,12,11,15
33,Albania,2877800.0,212,13,0,6,13,11,23,23,28,12,11,15,11
34,Albania,2877800.0,223,14,6,13,11,23,23,28,12,11,15,11,20
35,Albania,2877800.0,243,15,13,11,23,23,28,12,11,15,11,20,16
36,Albania,2877800.0,259,16,11,23,23,28,12,11,15,11,20,16,18
37,Albania,2877800.0,277,17,23,23,28,12,11,15,11,20,16,18,27
38,Albania,2877800.0,304,18,23,28,12,11,15,11,20,16,18,27,29
39,Albania,2877800.0,333,19,28,12,11,15,11,20,16,18,27,29,28
40,Albania,2877800.0,361,20,12,11,15,11,20,16,18,27,29,28,16
41,Albania,2877800.0,377,21,11,15,11,20,16,18,27,29,28,16,6
42,Albania,2877800.0,383,22,15,11,20,16,18,27,29,28,16,6,17
43,Albania,2877800.0,400,23,11,20,16,18,27,29,28,16,6,17,9
44,Albania,2877800.0,409,24,20,16,18,27,29,28,16,6,17,9,7
45,Albania,2877800.0,416,25,16,18,27,29,28,16,6,17,9,7,17
46,Albania,2877800.0,433,26,18,27,29,28,16,6,17,9,7,17,13
47,Albania,2877800.0,446,27,27,29,28,16,6,17,9,7,17,13,21
48,Albania,2877800.0,467,28,29,28,16,6,17,9,7,17,13,21,8
49,Albania,2877800.0,475,29,28,16,6,17,9,7,17,13,21,8,19
50,Albania,2877800.0,494,30,16,6,17,9,7,17,13,21,8,19,24
51,Albania,2877800.0,518,31,6,17,9,7,17,13,21,8,19,24,21
52,Albania,2877800.0,539,32,17,9,7,17,13,21,8,19,24,21,9
53,Albania,2877800.0,548,33,9,7,17,13,21,8,19,24,21,9,14
54,Albania,2877800.0,562,34,7,17,13,21,8,19,24,21,9,14,22
55,Albania,2877800.0,584,35,17,13,21,8,19,24,21,9,14,22,25
56,Albania,2877800.0,609,36,13,21,8,19,24,21,9,14,22,25,25
57,Albania,2877800.0,634,37,21,8,19,24,21,9,14,22,25,25,29
58,Albania,2877800.0,663,38,8,19,24,21,9,14,22,25,25,29,15
59,Albania,2877800.0,678,39,19,24,21,9,14,22,25,25,29,15,34
60,Albania,2877800.0,712,40,24,21,9,14,22,25,25,29,15,34,14
61,Albania,2877800.0,726,41,21,9,14,22,25,25,29,15,34,14,10
62,Albania,2877800.0,736,42,9,14,22,25,25,29,15,34,14,10,14
63,Albania,2877800.0,750,43,14,22,25,25,29,15,34,14,10,14,16
64,Albania,2877800.0,766,44,22,25,25,29,15,34,14,10,14,16,7
65,Albania,2877800.0,773,45,25,25,29,15,34,14,10,14,16,7,9
66,Albania,2877800.0,782,46,25,29,15,34,14,10,14,16,7,9,7
67,Algeria,43851043.0,302,9,10,2,12,18,12,37,62,29,34,38,65
68,Algeria,43851043.0,367,10,2,12,18,12,37,62,29,34,38,65,42
69,Algeria,43851043.0,409,11,12,18,12,37,62,29,34,38,65,42,45
70,Algeria,43851043.0,454,12,18,12,37,62,29,34,38,65,42,45,57
71,Algeria,43851043.0,511,13,12,37,62,29,34,38,65,42,45,57,73
72,Algeria,43851043.0,584,14,37,62,29,34,38,65,42,45,57,73,132
73,Algeria,43851043.0,716,15,62,29,34,38,65,42,45,57,73,132,131
74,Algeria,43851043.0,847,16,29,34,38,65,42,45,57,73,132,131,139
75,Algeria,43851043.0,986,17,34,38,65,42,45,57,73,132,131,139,185
76,Algeria,43851043.0,1171,18,38,65,42,45,57,73,132,131,139,185,80
77,Algeria,43851043.0,1251,19,65,42,45,57,73,132,131,139,185,80,69
78,Algeria,43851043.0,1320,20,42,45,57,73,132,131,139,185,80,69,103
79,Algeria,43851043.0,1423,21,45,57,73,132,131,139,185,80,69,103,45
80,Algeria,43851043.0,1468,22,57,73,132,131,139,185,80,69,103,45,104
81,Algeria,43851043.0,1572,23,73,132,131,139,185,80,69,103,45,104,94
82,Algeria,43851043.0,1666,24,132,131,139,185,80,69,103,45,104,94,95
83,Algeria,43851043.0,1761,25,131,139,185,80,69,103,45,104,94,95,64
84,Algeria,43851043.0,1825,26,139,185,80,69,103,45,104,94,95,64,89
85,Algeria,43851043.0,1914,27,185,80,69,103,45,104,94,95,64,89,69
86,Algeria,43851043.0,1983,28,80,69,103,45,104,94,95,64,89,69,87
87,Algeria,43851043.0,2070,29,69,103,45,104,94,95,64,89,69,87,90
88,Algeria,43851043.0,2160,30,103,45,104,94,95,64,89,69,87,90,108
89,Algeria,43851043.0,2268,31,45,104,94,95,64,89,69,87,90,108,150
90,Algeria,43851043.0,2418,32,104,94,95,64,89,69,87,90,108,150,117
91,Algeria,43851043.0,2535,33,94,95,64,89,69,87,90,108,150,117,94
92,Algeria,43851043.0,2629,34,95,64,89,69,87,90,108,150,117,94,89
93,Algeria,43851043.0,2718,35,64,89,69,87,90,108,150,117,94,89,93
94,Algeria,43851043.0,2811,36,89,69,87,90,108,150,117,94,89,93,99
95,Algeria,43851043.0,2910,37,69,87,90,108,150,117,94,89,93,99,97
96,Algeria,43851043.0,3007,38,87,90,108,150,117,94,89,93,99,97,120
97,Algeria,43851043.0,3127,39,90,108,150,117,94,89,93,99,97,120,129
98,Algeria,43851043.0,3256,40,108,150,117,94,89,93,99,97,120,129,126
99,Algeria,43851043.0,3382,41,150,117,94,89,93,99,97,120,129,126,135
100,Algeria,43851043.0,3517,42,117,94,89,93,99,97,120,129,126,135,132
101,Algeria,43851043.0,3649,43,94,89,93,99,97,120,129,126,135,132,199
102,Algeria,43851043.0,3848,44,89,93,99,97,120,129,126,135,132,199,158
103,Algeria,43851043.0,4006,45,93,99,97,120,129,126,135,132,199,158,148
104,Algeria,43851043.0,4154,46,99,97,120,129,126,135,132,199,158,148,141
105,Andorra,77265.0,466,9,36,43,41,26,36,6,14,38,11,27,35
106,Andorra,77265.0,501,10,43,41,26,36,6,14,38,11,27,35,25
107,Andorra,77265.0,526,11,41,26,36,6,14,38,11,27,35,25,19
108,Andorra,77265.0,545,12,26,36,6,14,38,11,27,35,25,19,19
109,Andorra,77265.0,564,13,36,6,14,38,11,27,35,25,19,19,19
110,Andorra,77265.0,583,14,6,14,38,11,27,35,25,19,19,19,18
111,Andorra,77265.0,601,15,14,38,11,27,35,25,19,19,19,18,21
112,Andorra,77265.0,622,16,38,11,27,35,25,19,19,19,18,21,16
113,Andorra,77265.0,638,17,11,27,35,25,19,19,19,18,21,16,8
114,Andorra,77265.0,646,18,27,35,25,19,19,19,18,21,16,8,13
115,Andorra,77265.0,659,19,35,25,19,19,19,18,21,16,8,13,14
116,Andorra,77265.0,673,20,25,19,19,19,18,21,16,8,13,14,9
117,Andorra,77265.0,682,21,19,19,19,18,21,16,8,13,14,9,14
118,Andorra,77265.0,696,22,19,19,18,21,16,8,13,14,9,14,8
119,Andorra,77265.0,704,23,19,18,21,16,8,13,14,9,14,8,9
120,Andorra,77265.0,713,24,18,21,16,8,13,14,9,14,8,9,4
121,Andorra,77265.0,717,25,21,16,8,13,14,9,14,8,9,4,0
122,Andorra,77265.0,717,26,16,8,13,14,9,14,8,9,4,0,6
123,Andorra,77265.0,723,27,8,13,14,9,14,8,9,4,0,6,1
124,Andorra,77265.0,724,28,13,14,9,14,8,9,4,0,6,1,7
125,Andorra,77265.0,731,29,14,9,14,8,9,4,0,6,1,7,2
126,Andorra,77265.0,733,30,9,14,8,9,4,0,6,1,7,2,7
127,Andorra,77265.0,740,31,14,8,9,4,0,6,1,7,2,7,3
128,Andorra,77265.0,743,32,8,9,4,0,6,1,7,2,7,3,0
129,Andorra,77265.0,743,33,9,4,0,6,1,7,2,7,3,0,0
130,Andorra,77265.0,743,34,4,0,6,1,7,2,7,3,0,0,2
131,Andorra,77265.0,745,35,0,6,1,7,2,7,3,0,0,2,1
132,Andorra,77265.0,746,36,6,1,7,2,7,3,0,0,2,1,1
133,Argentina,45195777.0,387,9,11,9,14,18,31,30,67,41,35,86,115
134,Argentina,45195777.0,502,10,9,14,18,31,30,67,41,35,86,115,87
135,Argentina,45195777.0,589,11,14,18,31,30,67,41,35,86,115,87,101
136,Argentina,45195777.0,690,12,18,31,30,67,41,35,86,115,87,101,55
137,Argentina,45195777.0,745,13,31,30,67,41,35,86,115,87,101,55,75
138,Argentina,45195777.0,820,14,30,67,41,35,86,115,87,101,55,75,146
139,Argentina,45195777.0,966,15,67,41,35,86,115,87,101,55,75,146,0
140,Argentina,45195777.0,966,16,41,35,86,115,87,101,55,75,146,0,167
141,Argentina,45195777.0,1133,17,35,86,115,87,101,55,75,146,0,167,0
142,Argentina,45195777.0,1133,18,86,115,87,101,55,75,146,0,167,0,132
143,Argentina,45195777.0,1265,19,115,87,101,55,75,146,0,167,0,132,186
144,Argentina,45195777.0,1451,20,87,101,55,75,146,0,167,0,132,186,103
145,Argentina,45195777.0,1554,21,101,55,75,146,0,167,0,132,186,103,74
146,Argentina,45195777.0,1628,22,55,75,146,0,167,0,132,186,103,74,87
147,Argentina,45195777.0,1715,23,75,146,0,167,0,132,186,103,74,87,80
148,Argentina,45195777.0,1795,24,146,0,167,0,132,186,103,74,87,80,99
149,Argentina,45195777.0,1894,25,0,167,0,132,186,103,74,87,80,99,81
150,Argentina,45195777.0,1975,26,167,0,132,186,103,74,87,80,99,81,162
151,Argentina,45195777.0,2137,27,0,132,186,103,74,87,80,99,81,162,66
152,Argentina,45195777.0,2203,28,132,186,103,74,87,80,99,81,162,66,69
153,Argentina,45195777.0,2272,29,186,103,74,87,80,99,81,162,66,69,160
154,Argentina,45195777.0,2432,30,103,74,87,80,99,81,162,66,69,160,0
155,Argentina,45195777.0,2432,31,74,87,80,99,81,162,66,69,160,0,128
156,Argentina,45195777.0,2560,32,87,80,99,81,162,66,69,160,0,128,98
157,Argentina,45195777.0,2658,33,80,99,81,162,66,69,160,0,128,98,170
158,Argentina,45195777.0,2828,34,99,81,162,66,69,160,0,128,98,170,102
159,Argentina,45195777.0,2930,35,81,162,66,69,160,0,128,98,170,102,90
160,Argentina,45195777.0,3020,36,162,66,69,160,0,128,98,170,102,90,112
161,Argentina,45195777.0,3132,37,66,69,160,0,128,98,170,102,90,112,144
162,Argentina,45195777.0,3276,38,69,160,0,128,98,170,102,90,112,144,147
163,Argentina,45195777.0,3423,39,160,0,128,98,170,102,90,112,144,147,0
164,Argentina,45195777.0,3423,40,0,128,98,170,102,90,112,144,147,0,344
165,Argentina,45195777.0,3767,41,128,98,170,102,90,112,144,147,0,344,0
166,Argentina,45195777.0,3767,42,98,170,102,90,112,144,147,0,344,0,223
167,Argentina,45195777.0,3990,43,170,102,90,112,144,147,0,344,0,223,124
168,Argentina,45195777.0,4114,44,102,90,112,144,147,0,344,0,223,124,158
169,Argentina,45195777.0,4272,45,90,112,144,147,0,344,0,223,124,158,143
170,Argentina,45195777.0,4415,46,112,144,147,0,344,0,223,124,158,143,104
171,Argentina,45195777.0,4519,47,144,147,0,344,0,223,124,158,143,104,149
172,Armenia,2963234.0,770,9,39,43,52,0,58,50,39,92,73,34,52
173,Armenia,2963234.0,822,10,43,52,0,58,50,39,92,73,34,52,11
174,Armenia,2963234.0,833,11,52,0,58,50,39,92,73,34,52,11,20
175,Armenia,2963234.0,853,12,0,58,50,39,92,73,34,52,11,20,28
176,Armenia,2963234.0,881,13,58,50,39,92,73,34,52,11,20,28,40
177,Armenia,2963234.0,921,14,50,39,92,73,34,52,11,20,28,40,16
178,Armenia,2963234.0,937,15,39,92,73,34,52,11,20,28,40,16,30
179,Armenia,2963234.0,967,16,92,73,34,52,11,20,28,40,16,30,46
180,Armenia,2963234.0,1013,17,73,34,52,11,20,28,40,16,30,46,26
181,Armenia,2963234.0,1039,18,34,52,11,20,28,40,16,30,46,26,72
182,Armenia,2963234.0,1111,19,52,11,20,28,40,16,30,46,26,72,48
183,Armenia,2963234.0,1159,20,11,20,28,40,16,30,46,26,72,48,42
184,Armenia,2963234.0,1201,21,20,28,40,16,30,46,26,72,48,42,47
185,Armenia,2963234.0,1248,22,28,40,16,30,46,26,72,48,42,47,43
186,Armenia,2963234.0,1291,23,40,16,30,46,26,72,48,42,47,43,48
187,Armenia,2963234.0,1339,24,16,30,46,26,72,48,42,47,43,48,62
188,Armenia,2963234.0,1401,25,30,46,26,72,48,42,47,43,48,62,72
189,Armenia,2963234.0,1473,26,46,26,72,48,42,47,43,48,62,72,50
190,Armenia,2963234.0,1523,27,26,72,48,42,47,43,48,62,72,50,73
191,Armenia,2963234.0,1596,28,72,48,42,47,43,48,62,72,50,73,81
192,Armenia,2963234.0,1677,29,48,42,47,43,48,62,72,50,73,81,69
193,Armenia,2963234.0,1746,30,42,47,43,48,62,72,50,73,81,69,62
194,Armenia,2963234.0,1808,31,47,43,48,62,72,50,73,81,69,62,59
195,Armenia,2963234.0,1867,32,43,48,62,72,50,73,81,69,62,59,65
196,Armenia,2963234.0,1932,33,48,62,72,50,73,81,69,62,59,65,0
197,Armenia,2963234.0,1932,34,62,72,50,73,81,69,62,59,65,0,134
198,Armenia,2963234.0,2066,35,72,50,73,81,69,62,59,65,0,134,82
199,Armenia,2963234.0,2148,36,50,73,81,69,62,59,65,0,134,82,125
200,Aruba,106766.0,100,9,1,2,1,0,1,0,0,3,0,0,0
201,Aruba,106766.0,100,10,2,1,0,1,0,0,3,0,0,0,0
202,Aruba,106766.0,100,11,1,0,1,0,0,3,0,0,0,0,0
203,Aruba,106766.0,100,12,0,1,0,0,3,0,0,0,0,0,0
204,Aruba,106766.0,100,13,1,0,0,3,0,0,0,0,0,0,0
205,Aruba,106766.0,100,14,0,0,3,0,0,0,0,0,0,0,0
206,Aruba,106766.0,100,15,0,3,0,0,0,0,0,0,0,0,0
207,Aruba,106766.0,100,16,3,0,0,0,0,0,0,0,0,0,0
208,Australia,25499881.0,197,9,11,7,4,11,6,20,12,14,30,41,52
209,Australia,25499881.0,249,10,7,4,11,6,20,12,14,30,41,52,49
210,Australia,25499881.0,298,11,4,11,6,20,12,14,30,41,52,49,77
211,Australia,25499881.0,375,12,11,6,20,12,14,30,41,52,49,77,79
212,Australia,25499881.0,454,13,6,20,12,14,30,41,52,49,77,79,111
213,Australia,25499881.0,565,14,20,12,14,30,41,52,49,77,79,111,144
214,Australia,25499881.0,709,15,12,14,30,41,52,49,77,79,111,144,165
215,Australia,25499881.0,874,16,14,30,41,52,49,77,79,111,144,165,224
216,Australia,25499881.0,1098,17,30,41,52,49,77,79,111,144,165,224,611
217,Australia,25499881.0,1709,18,41,52,49,77,79,111,144,165,224,611,114
218,Australia,25499881.0,1823,19,52,49,77,79,111,144,165,224,611,114,600
219,Australia,25499881.0,2423,20,49,77,79,111,144,165,224,611,114,600,376
220,Australia,25499881.0,2799,21,77,79,111,144,165,224,611,114,600,376,367
221,Australia,25499881.0,3166,22,79,111,144,165,224,611,114,600,376,367,212
222,Australia,25499881.0,3378,23,111,144,165,224,611,114,600,376,367,212,431
223,Australia,25499881.0,3809,24,144,165,224,611,114,600,376,367,212,431,284
224,Australia,25499881.0,4093,25,165,224,611,114,600,376,367,212,431,284,464
225,Australia,25499881.0,4557,26,224,611,114,600,376,367,212,431,284,464,150
226,Australia,25499881.0,4707,27,611,114,600,376,367,212,431,284,464,150,269
227,Australia,25499881.0,4976,28,114,600,376,367,212,431,284,464,150,269,248
228,Australia,25499881.0,5224,29,600,376,367,212,431,284,464,150,269,248,324
229,Australia,25499881.0,5548,30,376,367,212,431,284,464,150,269,248,324,139
230,Australia,25499881.0,5687,31,367,212,431,284,464,150,269,248,324,139,57
231,Australia,25499881.0,5744,32,212,431,284,464,150,269,248,324,139,57,100
232,Australia,25499881.0,5844,33,431,284,464,150,269,248,324,139,57,100,112
233,Australia,25499881.0,5956,34,284,464,150,269,248,324,139,57,100,112,96
234,Australia,25499881.0,6052,35,464,150,269,248,324,139,57,100,112,96,100
235,Australia,25499881.0,6152,36,150,269,248,324,139,57,100,112,96,100,86
236,Australia,25499881.0,6238,37,269,248,324,139,57,100,112,96,100,86,51
237,Australia,25499881.0,6289,38,248,324,139,57,100,112,96,100,86,51,33
238,Australia,25499881.0,6322,39,324,139,57,100,112,96,100,86,51,33,44
239,Australia,25499881.0,6366,40,139,57,100,112,96,100,86,51,33,44,50
240,Australia,25499881.0,6416,41,57,100,112,96,100,86,51,33,44,50,42
241,Australia,25499881.0,6458,42,100,112,96,100,86,51,33,44,50,42,39
242,Australia,25499881.0,6497,43,112,96,100,86,51,33,44,50,42,39,36
243,Australia,25499881.0,6533,44,96,100,86,51,33,44,50,42,39,36,53
244,Australia,25499881.0,6586,45,100,86,51,33,44,50,42,39,36,53,26
245,Australia,25499881.0,6612,46,86,51,33,44,50,42,39,36,53,26,13
246,Australia,25499881.0,6625,47,51,33,44,50,42,39,36,53,26,13,22
247,Australia,25499881.0,6647,48,33,44,50,42,39,36,53,26,13,22,7
248,Australia,25499881.0,6654,49,44,50,42,39,36,53,26,13,22,7,13
249,Australia,25499881.0,6667,50,50,42,39,36,53,26,13,22,7,13,20
250,Australia,25499881.0,6687,51,42,39,36,53,26,13,22,7,13,20,16
251,Australia,25499881.0,6703,52,39,36,53,26,13,22,7,13,20,16,10
252,Australia,25499881.0,6713,53,36,53,26,13,22,7,13,20,16,10,12
253,Australia,25499881.0,6725,54,53,26,13,22,7,13,20,16,10,12,13
254,Australia,25499881.0,6738,55,26,13,22,7,13,20,16,10,12,13,8
255,Australia,25499881.0,6746,56,13,22,7,13,20,16,10,12,13,8,16
256,Australia,25499881.0,6762,57,22,7,13,20,16,10,12,13,8,16,5
257,Australia,25499881.0,6767,58,7,13,20,16,10,12,13,8,16,5,16
258,Austria,9006400.0,3024,9,115,143,151,205,156,316,314,550,453,375,607
259,Austria,9006400.0,3631,10,143,151,205,156,316,314,550,453,375,607,855
260,Austria,9006400.0,4486,11,151,205,156,316,314,550,453,375,607,855,796
261,Austria,9006400.0,5282,12,205,156,316,314,550,453,375,607,855,796,606
262,Austria,9006400.0,5888,13,156,316,314,550,453,375,607,855,796,606,1141
263,Austria,9006400.0,7029,14,316,314,550,453,375,607,855,796,606,1141,668
264,Austria,9006400.0,7697,15,314,550,453,375,607,855,796,606,1141,668,594
265,Austria,9006400.0,8291,16,550,453,375,607,855,796,606,1141,668,594,522
266,Austria,9006400.0,8813,17,453,375,607,855,796,606,1141,668,594,522,805
267,Austria,9006400.0,9618,18,375,607,855,796,606,1141,668,594,522,805,564
268,Austria,9006400.0,10182,19,607,855,796,606,1141,668,594,522,805,564,529
269,Austria,9006400.0,10711,20,855,796,606,1141,668,594,522,805,564,529,418
270,Austria,9006400.0,11129,21,796,606,1141,668,594,522,805,564,529,418,396
271,Austria,9006400.0,11525,22,606,1141,668,594,522,805,564,529,418,396,241
272,Austria,9006400.0,11766,23,1141,668,594,522,805,564,529,418,396,241,217
273,Austria,9006400.0,11983,24,668,594,522,805,564,529,418,396,241,217,314
274,Austria,9006400.0,12297,25,594,522,805,564,529,418,396,241,217,314,343
275,Austria,9006400.0,12640,26,522,805,564,529,418,396,241,217,314,343,329
276,Austria,9006400.0,12969,27,805,564,529,418,396,241,217,314,343,329,279
277,Austria,9006400.0,13248,28,564,529,418,396,241,217,314,343,329,279,312
278,Austria,9006400.0,13560,29,529,418,396,241,217,314,343,329,279,312,247
279,Austria,9006400.0,13807,30,418,396,241,217,314,343,329,279,312,247,130
280,Austria,9006400.0,13937,31,396,241,217,314,343,329,279,312,247,130,106
281,Austria,9006400.0,14043,32,241,217,314,343,329,279,312,247,130,106,191
282,Austria,9006400.0,14234,33,217,314,343,329,279,312,247,130,106,191,136
283,Austria,9006400.0,14370,34,314,343,329,279,312,247,130,106,191,136,78
284,Austria,9006400.0,14448,35,343,329,279,312,247,130,106,191,136,78,155
285,Austria,9006400.0,14603,36,329,279,312,247,130,106,191,136,78,155,59
286,Austria,9006400.0,14662,37,279,312,247,130,106,191,136,78,155,59,48
287,Austria,9006400.0,14710,38,312,247,130,106,191,136,78,155,59,48,73
288,Austria,9006400.0,14783,39,247,130,106,191,136,78,155,59,48,73,50
289,Austria,9006400.0,14833,40,130,106,191,136,78,155,59,48,73,50,91
290,Austria,9006400.0,14924,41,106,191,136,78,155,59,48,73,50,91,61
291,Austria,9006400.0,14985,42,191,136,78,155,59,48,73,50,91,61,83
292,Austria,9006400.0,15068,43,136,78,155,59,48,73,50,91,61,83,66
293,Austria,9006400.0,15134,44,78,155,59,48,73,50,91,61,83,66,55
294,Austria,9006400.0,15189,45,155,59,48,73,50,91,61,83,66,55,67
295,Austria,9006400.0,15256,46,59,48,73,50,91,61,83,66,55,67,58
296,Austria,9006400.0,15314,47,48,73,50,91,61,83,66,55,67,58,50
297,Austria,9006400.0,15364,48,73,50,91,61,83,66,55,67,58,50,93
298,Austria,9006400.0,15457,49,50,91,61,83,66,55,67,58,50,93,74
299,Austria,9006400.0,15531,50,91,61,83,66,55,67,58,50,93,74,27
300,Azerbaijan,10139175.0,273,9,9,12,7,15,6,29,43,17,27,64,25
301,Azerbaijan,10139175.0,298,10,12,7,15,6,29,43,17,27,64,25,61
302,Azerbaijan,10139175.0,359,11,7,15,6,29,43,17,27,64,25,61,41
303,Azerbaijan,10139175.0,400,12,15,6,29,43,17,27,64,25,61,41,43
304,Azerbaijan,10139175.0,443,13,6,29,43,17,27,64,25,61,41,43,78
305,Azerbaijan,10139175.0,521,14,29,43,17,27,64,25,61,41,43,78,63
306,Azerbaijan,10139175.0,584,15,43,17,27,64,25,61,41,43,78,63,57
307,Azerbaijan,10139175.0,641,16,17,27,64,25,61,41,43,78,63,57,76
308,Azerbaijan,10139175.0,717,17,27,64,25,61,41,43,78,63,57,76,105
309,Azerbaijan,10139175.0,822,18,64,25,61,41,43,78,63,57,76,105,104
310,Azerbaijan,10139175.0,926,19,25,61,41,43,78,63,57,76,105,104,65
311,Azerbaijan,10139175.0,991,20,61,41,43,78,63,57,76,105,104,65,67
312,Azerbaijan,10139175.0,1058,21,41,43,78,63,57,76,105,104,65,67,40
313,Azerbaijan,10139175.0,1098,22,43,78,63,57,76,105,104,65,67,40,50
314,Azerbaijan,10139175.0,1148,23,78,63,57,76,105,104,65,67,40,50,49
315,Azerbaijan,10139175.0,1197,24,63,57,76,105,104,65,67,40,50,49,56
316,Azerbaijan,10139175.0,1253,25,57,76,105,104,65,67,40,50,49,56,30
317,Azerbaijan,10139175.0,1283,26,76,105,104,65,67,40,50,49,56,30,57
318,Azerbaijan,10139175.0,1340,27,105,104,65,67,40,50,49,56,30,57,33
319,Azerbaijan,10139175.0,1373,28,104,65,67,40,50,49,56,30,57,33,25
320,Azerbaijan,10139175.0,1398,29,65,67,40,50,49,56,30,57,33,25,38
321,Azerbaijan,10139175.0,1436,30,67,40,50,49,56,30,57,33,25,38,44
322,Azerbaijan,10139175.0,1480,31,40,50,49,56,30,57,33,25,38,44,38
323,Azerbaijan,10139175.0,1518,32,50,49,56,30,57,33,25,38,44,38,30
324,Azerbaijan,10139175.0,1548,33,49,56,30,57,33,25,38,44,38,30,44
325,Azerbaijan,10139175.0,1592,34,56,30,57,33,25,38,44,38,30,44,25
326,Azerbaijan,10139175.0,1617,35,30,57,33,25,38,44,38,30,44,25,28
327,Azerbaijan,10139175.0,1645,36,57,33,25,38,44,38,30,44,25,28,33
328,Azerbaijan,10139175.0,1678,37,33,25,38,44,38,30,44,25,28,33,39
329,Azerbaijan,10139175.0,1717,38,25,38,44,38,30,44,25,28,33,39,49
330,Azerbaijan,10139175.0,1766,39,38,44,38,30,44,25,28,33,39,49,38
331,Azerbaijan,10139175.0,1804,40,44,38,30,44,25,28,33,39,49,38,50
332,Azerbaijan,10139175.0,1854,41,38,30,44,25,28,33,39,49,38,50,40
333,Bahrain,1701583.0,419,9,7,16,19,13,16,21,28,5,51,29,39
334,Bahrain,1701583.0,458,10,16,19,13,16,21,28,5,51,29,39,8
335,Bahrain,1701583.0,466,11,19,13,16,21,28,5,51,29,39,8,7
336,Bahrain,1701583.0,473,12,13,16,21,28,5,51,29,39,8,7,27
337,Bahrain,1701583.0,500,13,16,21,28,5,51,29,39,8,7,27,15
338,Bahrain,1701583.0,515,14,21,28,5,51,29,39,8,7,27,15,52
339,Bahrain,1701583.0,567,15,28,5,51,29,39,8,7,27,15,52,2
340,Bahrain,1701583.0,569,16,5,51,29,39,8,7,27,15,52,2,74
341,Bahrain,1701583.0,643,17,51,29,39,8,7,27,15,52,2,74,0
342,Bahrain,1701583.0,643,18,29,39,8,7,27,15,52,2,74,0,45
343,Bahrain,1701583.0,688,19,39,8,7,27,15,52,2,74,0,45,12
344,Bahrain,1701583.0,700,20,8,7,27,15,52,2,74,0,45,12,56
345,Bahrain,1701583.0,756,21,7,27,15,52,2,74,0,45,12,56,55
346,Bahrain,1701583.0,811,22,27,15,52,2,74,0,45,12,56,55,12
347,Bahrain,1701583.0,823,23,15,52,2,74,0,45,12,56,55,12,64
348,Bahrain,1701583.0,887,24,52,2,74,0,45,12,56,55,12,64,111
349,Bahrain,1701583.0,998,25,2,74,0,45,12,56,55,12,64,111,42
350,Bahrain,1701583.0,1040,26,74,0,45,12,56,55,12,64,111,42,96
351,Bahrain,1701583.0,1136,27,0,45,12,56,55,12,64,111,42,96,225
