date,location,new_cases,new_deaths,total_cases,total_deaths,countriesAndTerritories,location_demography,continent,population_year,population,total_cases_per_capita,total_deaths_per_capita,EN.ATM.CO2E.PC,NY.GDP.MKTP.CD,NY.GNP.PCAP.CD,SE.PRM.ENRR,SE.PRM.TENR,SP.DYN.LE00.IN,SP.POP.TOTL
2020-04-18,Austria,155,21,14603,431,Austria,Austria,Europe,2020.0,9006400.0,0.001621402558180849,4.785485876709895e-05,6.8698679296766905,455285818035.125,49310.0,103.11315,88.64471,81.64390243902442,8840521.0
2020-04-19,Austria,59,12,14662,443,Austria,Austria,Europe,2020.0,9006400.0,0.0016279534553206609,4.91872446260437e-05,6.8698679296766905,455285818035.125,49310.0,103.11315,88.64471,81.64390243902442,8840521.0
2019-12-31,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-01,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-02,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-03,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-04,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-05,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-06,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-07,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-08,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-09,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-10,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-11,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-12,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-13,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-14,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-15,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-16,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-17,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-18,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-19,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-20,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-21,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-22,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-23,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-24,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-25,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-26,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-27,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-28,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-29,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-30,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-01-31,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-01,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-02,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-03,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-04,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-05,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-06,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-07,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-08,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-09,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-10,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-11,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-12,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-13,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-14,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-15,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-16,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-17,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-18,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-19,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-20,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-21,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-22,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-23,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-24,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-25,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-26,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-27,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-28,Azerbaijan,0,0,0,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-02-29,Azerbaijan,1,0,1,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,9.862735380344062e-08,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-01,Azerbaijan,0,0,1,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,9.862735380344062e-08,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-02,Azerbaijan,2,0,3,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,2.9588206141032186e-07,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-06,Azerbaijan,3,0,6,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,5.917641228206437e-07,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-07,Azerbaijan,3,0,9,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,8.876461842309656e-07,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-11,Azerbaijan,2,0,11,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,1.0849008918378468e-06,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-12,Azerbaijan,2,0,13,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,1.282155599444728e-06,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-13,Azerbaijan,0,0,13,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,1.282155599444728e-06,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-15,Azerbaijan,6,0,19,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,1.8739197222653718e-06,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-16,Azerbaijan,0,0,19,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,1.8739197222653718e-06,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-17,Azerbaijan,0,0,19,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,1.8739197222653718e-06,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-18,Azerbaijan,9,0,28,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,2.7615659064963373e-06,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-19,Azerbaijan,6,0,34,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,3.353330029316981e-06,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-20,Azerbaijan,10,0,44,0,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,4.339603567351387e-06,0.0,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-21,Azerbaijan,0,1,44,1,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,4.339603567351387e-06,9.862735380344062e-08,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-22,Azerbaijan,9,0,53,1,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,5.227249751582352e-06,9.862735380344062e-08,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-23,Azerbaijan,12,0,65,1,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,6.41077799722364e-06,9.862735380344062e-08,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-24,Azerbaijan,7,0,72,1,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,7.1011694738477245e-06,9.862735380344062e-08,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-25,Azerbaijan,15,0,87,1,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,8.580579780899333e-06,9.862735380344062e-08,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-26,Azerbaijan,6,1,93,2,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,9.172343903719978e-06,1.9725470760688124e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-27,Azerbaijan,29,1,122,3,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,1.2032537164019755e-05,2.9588206141032186e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-28,Azerbaijan,43,0,165,3,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,1.6273513377567703e-05,2.9588206141032186e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-29,Azerbaijan,17,1,182,4,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,1.7950178392226192e-05,3.945094152137625e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-30,Azerbaijan,27,0,209,4,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,2.0613116944919088e-05,3.945094152137625e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-03-31,Azerbaijan,64,0,273,4,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,2.6925267588339288e-05,3.945094152137625e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-01,Azerbaijan,25,1,298,5,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,2.9390951433425302e-05,4.931367690172031e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-02,Azerbaijan,61,0,359,5,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,3.540722001543518e-05,4.931367690172031e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-03,Azerbaijan,41,0,400,5,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,3.945094152137625e-05,4.931367690172031e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-04,Azerbaijan,43,0,443,5,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,4.3691917734924194e-05,4.931367690172031e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-05,Azerbaijan,78,0,521,5,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,5.138485133159256e-05,4.931367690172031e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-06,Azerbaijan,63,2,584,7,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,5.759837462120932e-05,6.903914766240843e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-07,Azerbaijan,57,0,641,7,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,6.322013378800544e-05,6.903914766240843e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-08,Azerbaijan,76,1,717,8,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,7.071581267706692e-05,7.89018830427525e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-09,Azerbaijan,105,0,822,8,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,8.107168482642819e-05,7.89018830427525e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-10,Azerbaijan,104,1,926,9,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,9.132892962198602e-05,8.876461842309656e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-11,Azerbaijan,65,1,991,10,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,9.773970761920965e-05,9.862735380344062e-07,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-12,Azerbaijan,67,1,1058,11,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.00010434774032404017,1.0849008918378468e-06,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-13,Azerbaijan,40,0,1098,11,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0001082928344761778,1.0849008918378468e-06,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-14,Azerbaijan,50,1,1148,12,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.00011322420216634982,1.1835282456412874e-06,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-15,Azerbaijan,49,1,1197,13,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.00011805694250271842,1.282155599444728e-06,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-16,Azerbaijan,56,0,1253,13,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0001235800743157111,1.282155599444728e-06,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-17,Azerbaijan,30,2,1283,15,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.0001265388949298143,1.4794103070516093e-06,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-18,Azerbaijan,57,0,1340,15,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.00013216065409661043,1.4794103070516093e-06,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2020-04-19,Azerbaijan,33,3,1373,18,Azerbaijan,Azerbaijan,Asia,2020.0,10139175.0,0.00013541535677212397,1.7752923684619311e-06,3.93156060898919,46939529411.7647,4050.0,99.7221,92.61575,72.86399999999999,9939800.0
2019-12-31,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-01,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-02,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-03,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-04,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-05,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-06,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-07,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-08,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-09,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-10,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-11,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-12,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-13,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-14,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-15,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-16,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-17,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-18,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
2020-01-19,Bahrain,0,0,0,0,Bahrain,Bahrain,Asia,2020.0,1701583.0,0.0,0.0,23.455406320753003,37746196808.5106,21890.0,99.36305,98.10484,77.163,1569439.0
