date,location,new_cases,new_deaths,total_cases,total_deaths,countriesAndTerritories,location_demography,continent,population_year,population,total_cases_per_capita,total_deaths_per_capita,EN.ATM.CO2E.PC,NY.GDP.MKTP.CD,NY.GNP.PCAP.CD,SE.PRM.ENRR,SE.PRM.TENR,SP.DYN.LE00.IN,SP.POP.TOTL
2020-01-15,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-16,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-17,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-18,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-19,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-20,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-21,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-22,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-23,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
2020-01-24,Afghanistan,0,0,0,0,Afghanistan,Afghanistan,Asia,2020.0,38928341.0,0.0,0.0,0.293946407148718,19362969582.3643,550.0,103.99616,,64.486,37172386.0
